fecha,jornada,local,visitante,goles_local,goles_visitante,liga,entrenador_local,pais_entrenador_local,entrenador_visitante,pais_entrenador_visitante
19-10-2022,20,Atlético Nacional,La Equidad,,,betplay_dimayor,Hernán Herrera,Colombia,Alexis García,Colombia
19-10-2022,20,Atlético Bucaramanga,Deportivo Pereira,,,betplay_dimayor,Armando Osma,Colombia,Alejandro Restrepo,Colombia
19-10-2022,20,Cortuluá,Rionegro Águilas Doradas,,,betplay_dimayor,César Torres,Colombia,Leonel Álvarez,Colombia
19-10-2022,20,Deportivo Cali,Patriotas FC,,,betplay_dimayor,Mayer Candelo,Colombia,Arturo Boyacá,Colombia
19-10-2022,20,Envigado FC,Deportes Tolima,,,betplay_dimayor,Alberto Suárez,Colombia,Hernán Torres,Colombia
19-10-2022,20,Jaguares de Córdoba,Atlético Junior,,,betplay_dimayor,Grigori Méndez,Colombia,Juan Real,Argentina
19-10-2022,20,Deportivo Pasto,Independiente Medellín,,,betplay_dimayor,Flabio Torres,Colombia,David González,Colombia
19-10-2022,20,Alianza Petrolera,Millonarios,,,betplay_dimayor,Hubert Bodhert,Colombia,Alberto Gamero,Colombia
19-10-2022,20,Santa Fe,Once Caldas,,,betplay_dimayor,Alfredo Arias,Uruguay,Diego Corredor,Colombia
19-10-2022,20,Unión Magdalena,América de Cali,,,betplay_dimayor,Claudio Rodríguez,Argentina,Alexandre Guimarães,Costa Rica
16-10-2022,19,Rionegro Águilas Doradas,Envigado FC,,,betplay_dimayor,Leonel Álvarez,Colombia,Alberto Suárez,Colombia
16-10-2022,19,América de Cali,Deportivo Pasto,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Flabio Torres,Colombia
16-10-2022,19,Independiente Medellín,Jaguares de Córdoba,,,betplay_dimayor,David González,Colombia,Grigori Méndez,Colombia
16-10-2022,19,Atlético Junior,Cortuluá,,,betplay_dimayor,Juan Real,Argentina,César Torres,Colombia
16-10-2022,19,La Equidad,Unión Magdalena,,,betplay_dimayor,Alexis García,Colombia,Claudio Rodríguez,Argentina
16-10-2022,19,Once Caldas,Alianza Petrolera,,,betplay_dimayor,Diego Corredor,Colombia,Hubert Bodhert,Colombia
16-10-2022,19,Patriotas FC,Atlético Bucaramanga,,,betplay_dimayor,Arturo Boyacá,Colombia,Armando Osma,Colombia
16-10-2022,19,Deportivo Pereira,Atlético Nacional,,,betplay_dimayor,Alejandro Restrepo,Colombia,Hernán Herrera,Colombia
16-10-2022,19,Santa Fe,Deportivo Cali,,,betplay_dimayor,Alfredo Arias,Uruguay,Mayer Candelo,Colombia
16-10-2022,19,Deportes Tolima,Millonarios,,,betplay_dimayor,Hernán Torres,Colombia,Alberto Gamero,Colombia
09-10-2022,18,Atlético Nacional,Independiente Medellín,,,betplay_dimayor,Hernán Herrera,Colombia,David González,Colombia
09-10-2022,18,Atlético Bucaramanga,La Equidad,,,betplay_dimayor,Armando Osma,Colombia,Alexis García,Colombia
09-10-2022,18,Cortuluá,Deportes Tolima,,,betplay_dimayor,César Torres,Colombia,Hernán Torres,Colombia
09-10-2022,18,Deportivo Cali,Once Caldas,,,betplay_dimayor,Mayer Candelo,Colombia,Diego Corredor,Colombia
09-10-2022,18,Envigado FC,Atlético Junior,,,betplay_dimayor,Alberto Suárez,Colombia,Juan Real,Argentina
09-10-2022,18,Jaguares de Córdoba,Santa Fe,,,betplay_dimayor,Grigori Méndez,Colombia,Alfredo Arias,Uruguay
09-10-2022,18,Millonarios,Patriotas FC,,,betplay_dimayor,Alberto Gamero,Colombia,Arturo Boyacá,Colombia
09-10-2022,18,Deportivo Pasto,Rionegro Águilas Doradas,,,betplay_dimayor,Flabio Torres,Colombia,Leonel Álvarez,Colombia
09-10-2022,18,Alianza Petrolera,América de Cali,,,betplay_dimayor,Hubert Bodhert,Colombia,Alexandre Guimarães,Costa Rica
09-10-2022,18,Unión Magdalena,Deportivo Pereira,,,betplay_dimayor,Claudio Rodríguez,Argentina,Alejandro Restrepo,Colombia
05-10-2022,17,Rionegro Águilas Doradas,Deportivo Cali,,,betplay_dimayor,Leonel Álvarez,Colombia,Mayer Candelo,Colombia
05-10-2022,17,América de Cali,Jaguares de Córdoba,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Grigori Méndez,Colombia
05-10-2022,17,Independiente Medellín,Atlético Bucaramanga,,,betplay_dimayor,David González,Colombia,Armando Osma,Colombia
05-10-2022,17,Atlético Junior,Unión Magdalena,,,betplay_dimayor,Juan Real,Argentina,Claudio Rodríguez,Argentina
05-10-2022,17,La Equidad,Cortuluá,,,betplay_dimayor,Alexis García,Colombia,César Torres,Colombia
05-10-2022,17,Once Caldas,Atlético Nacional,,,betplay_dimayor,Diego Corredor,Colombia,Hernán Herrera,Colombia
05-10-2022,17,Patriotas FC,Deportivo Pasto,,,betplay_dimayor,Arturo Boyacá,Colombia,Flabio Torres,Colombia
05-10-2022,17,Deportivo Pereira,Envigado FC,,,betplay_dimayor,Alejandro Restrepo,Colombia,Alberto Suárez,Colombia
05-10-2022,17,Santa Fe,Millonarios,,,betplay_dimayor,Alfredo Arias,Uruguay,Alberto Gamero,Colombia
05-10-2022,17,Deportes Tolima,Alianza Petrolera,,,betplay_dimayor,Hernán Torres,Colombia,Hubert Bodhert,Colombia
02-10-2022,16,Atlético Nacional,Rionegro Águilas Doradas,,,betplay_dimayor,Hernán Herrera,Colombia,Leonel Álvarez,Colombia
02-10-2022,16,Atlético Bucaramanga,Atlético Junior,,,betplay_dimayor,Armando Osma,Colombia,Juan Real,Argentina
02-10-2022,16,Cortuluá,Once Caldas,,,betplay_dimayor,César Torres,Colombia,Diego Corredor,Colombia
02-10-2022,16,Deportivo Cali,América de Cali,,,betplay_dimayor,Mayer Candelo,Colombia,Alexandre Guimarães,Costa Rica
02-10-2022,16,Envigado FC,Patriotas FC,,,betplay_dimayor,Alberto Suárez,Colombia,Arturo Boyacá,Colombia
02-10-2022,16,Jaguares de Córdoba,La Equidad,,,betplay_dimayor,Grigori Méndez,Colombia,Alexis García,Colombia
02-10-2022,16,Millonarios,Deportivo Pereira,,,betplay_dimayor,Alberto Gamero,Colombia,Alejandro Restrepo,Colombia
02-10-2022,16,Deportivo Pasto,Deportes Tolima,,,betplay_dimayor,Flabio Torres,Colombia,Hernán Torres,Colombia
02-10-2022,16,Alianza Petrolera,Santa Fe,,,betplay_dimayor,Hubert Bodhert,Colombia,Alfredo Arias,Uruguay
02-10-2022,16,Unión Magdalena,Independiente Medellín,,,betplay_dimayor,Claudio Rodríguez,Argentina,David González,Colombia
25-09-2022,15,Rionegro Águilas Doradas,Deportes Tolima,,,betplay_dimayor,Leonel Álvarez,Colombia,Hernán Torres,Colombia
25-09-2022,15,América de Cali,Atlético Nacional,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Hernán Herrera,Colombia
25-09-2022,15,Cortuluá,Atlético Bucaramanga,,,betplay_dimayor,César Torres,Colombia,Armando Osma,Colombia
25-09-2022,15,Independiente Medellín,Alianza Petrolera,,,betplay_dimayor,David González,Colombia,Hubert Bodhert,Colombia
25-09-2022,15,Atlético Junior,Deportivo Cali,,,betplay_dimayor,Juan Real,Argentina,Mayer Candelo,Colombia
25-09-2022,15,La Equidad,Millonarios,,,betplay_dimayor,Alexis García,Colombia,Alberto Gamero,Colombia
25-09-2022,15,Once Caldas,Jaguares de Córdoba,,,betplay_dimayor,Diego Corredor,Colombia,Grigori Méndez,Colombia
25-09-2022,15,Patriotas FC,Unión Magdalena,,,betplay_dimayor,Arturo Boyacá,Colombia,Claudio Rodríguez,Argentina
25-09-2022,15,Deportivo Pereira,Deportivo Pasto,,,betplay_dimayor,Alejandro Restrepo,Colombia,Flabio Torres,Colombia
25-09-2022,15,Santa Fe,Envigado FC,,,betplay_dimayor,Alfredo Arias,Uruguay,Alberto Suárez,Colombia
21-09-2022,14,Atlético Nacional,Patriotas FC,,,betplay_dimayor,Hernán Herrera,Colombia,Arturo Boyacá,Colombia
21-09-2022,14,Atlético Bucaramanga,Once Caldas,,,betplay_dimayor,Armando Osma,Colombia,Diego Corredor,Colombia
21-09-2022,14,Deportivo Cali,La Equidad,,,betplay_dimayor,Mayer Candelo,Colombia,Alexis García,Colombia
21-09-2022,14,Envigado FC,Independiente Medellín,,,betplay_dimayor,Alberto Suárez,Colombia,David González,Colombia
21-09-2022,14,Jaguares de Córdoba,Rionegro Águilas Doradas,,,betplay_dimayor,Grigori Méndez,Colombia,Leonel Álvarez,Colombia
21-09-2022,14,Millonarios,América de Cali,,,betplay_dimayor,Alberto Gamero,Colombia,Alexandre Guimarães,Costa Rica
21-09-2022,14,Deportivo Pasto,Cortuluá,,,betplay_dimayor,Flabio Torres,Colombia,César Torres,Colombia
21-09-2022,14,Alianza Petrolera,Atlético Junior,,,betplay_dimayor,Hubert Bodhert,Colombia,Juan Real,Argentina
21-09-2022,14,Deportes Tolima,Deportivo Pereira,,,betplay_dimayor,Hernán Torres,Colombia,Alejandro Restrepo,Colombia
21-09-2022,14,Unión Magdalena,Santa Fe,,,betplay_dimayor,Claudio Rodríguez,Argentina,Alfredo Arias,Uruguay
18-09-2022,13,Rionegro Águilas Doradas,Unión Magdalena,,,betplay_dimayor,Leonel Álvarez,Colombia,Claudio Rodríguez,Argentina
18-09-2022,13,América de Cali,Deportes Tolima,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Hernán Torres,Colombia
18-09-2022,13,Cortuluá,Deportivo Cali,,,betplay_dimayor,César Torres,Colombia,Mayer Candelo,Colombia
18-09-2022,13,Independiente Medellín,Deportivo Pereira,,,betplay_dimayor,David González,Colombia,Alejandro Restrepo,Colombia
18-09-2022,13,Jaguares de Córdoba,Atlético Bucaramanga,,,betplay_dimayor,Grigori Méndez,Colombia,Armando Osma,Colombia
18-09-2022,13,Atlético Junior,Millonarios,,,betplay_dimayor,Juan Real,Argentina,Alberto Gamero,Colombia
18-09-2022,13,La Equidad,Deportivo Pasto,,,betplay_dimayor,Alexis García,Colombia,Flabio Torres,Colombia
18-09-2022,13,Once Caldas,Envigado FC,,,betplay_dimayor,Diego Corredor,Colombia,Alberto Suárez,Colombia
18-09-2022,13,Patriotas FC,Alianza Petrolera,,,betplay_dimayor,Arturo Boyacá,Colombia,Hubert Bodhert,Colombia
18-09-2022,13,Santa Fe,Atlético Nacional,,,betplay_dimayor,Alfredo Arias,Uruguay,Hernán Herrera,Colombia
11-09-2022,12,América de Cali,Patriotas FC,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Arturo Boyacá,Colombia
11-09-2022,12,Atlético Nacional,Deportivo Cali,,,betplay_dimayor,Hernán Herrera,Colombia,Mayer Candelo,Colombia
11-09-2022,12,Atlético Bucaramanga,Santa Fe,,,betplay_dimayor,Armando Osma,Colombia,Alfredo Arias,Uruguay
11-09-2022,12,Envigado FC,Cortuluá,,,betplay_dimayor,Alberto Suárez,Colombia,César Torres,Colombia
11-09-2022,12,Millonarios,Independiente Medellín,,,betplay_dimayor,Alberto Gamero,Colombia,David González,Colombia
11-09-2022,12,Deportivo Pasto,Atlético Junior,,,betplay_dimayor,Flabio Torres,Colombia,Juan Real,Argentina
11-09-2022,12,Deportivo Pereira,Rionegro Águilas Doradas,,,betplay_dimayor,Alejandro Restrepo,Colombia,Leonel Álvarez,Colombia
11-09-2022,12,Alianza Petrolera,La Equidad,,,betplay_dimayor,Hubert Bodhert,Colombia,Alexis García,Colombia
11-09-2022,12,Deportes Tolima,Once Caldas,,,betplay_dimayor,Hernán Torres,Colombia,Diego Corredor,Colombia
11-09-2022,12,Unión Magdalena,Jaguares de Córdoba,,,betplay_dimayor,Claudio Rodríguez,Argentina,Grigori Méndez,Colombia
04-09-2022,11,Rionegro Águilas Doradas,Alianza Petrolera,,,betplay_dimayor,Leonel Álvarez,Colombia,Hubert Bodhert,Colombia
04-09-2022,11,Cortuluá,Unión Magdalena,,,betplay_dimayor,César Torres,Colombia,Claudio Rodríguez,Argentina
04-09-2022,11,Deportivo Cali,Atlético Bucaramanga,,,betplay_dimayor,Mayer Candelo,Colombia,Armando Osma,Colombia
04-09-2022,11,Independiente Medellín,América de Cali,,,betplay_dimayor,David González,Colombia,Alexandre Guimarães,Costa Rica
04-09-2022,11,Jaguares de Córdoba,Atlético Nacional,,,betplay_dimayor,Grigori Méndez,Colombia,Hernán Herrera,Colombia
04-09-2022,11,Atlético Junior,Deportivo Pereira,,,betplay_dimayor,Juan Real,Argentina,Alejandro Restrepo,Colombia
04-09-2022,11,La Equidad,Envigado FC,,,betplay_dimayor,Alexis García,Colombia,Alberto Suárez,Colombia
04-09-2022,11,Once Caldas,Millonarios,,,betplay_dimayor,Diego Corredor,Colombia,Alberto Gamero,Colombia
04-09-2022,11,Patriotas FC,Deportes Tolima,,,betplay_dimayor,Arturo Boyacá,Colombia,Hernán Torres,Colombia
04-09-2022,11,Santa Fe,Deportivo Pasto,,,betplay_dimayor,Alfredo Arias,Uruguay,Flabio Torres,Colombia
03-09-2022,10,Patriotas FC,La Equidad,,,betplay_dimayor,Arturo Boyacá,Colombia,Alexis García,Colombia
04-09-2022,10,Deportes Tolima,Cortuluá,,,betplay_dimayor,Hernán Torres,Colombia,César Torres,Colombia
04-09-2022,10,Millonarios,Santa Fe,,,betplay_dimayor,Alberto Gamero,Colombia,Alfredo Arias,Uruguay
04-09-2022,10,Deportivo Pereira,Once Caldas,,,betplay_dimayor,Alejandro Restrepo,Colombia,Diego Corredor,Colombia
04-09-2022,10,Unión Magdalena,Atlético Junior,,,betplay_dimayor,Claudio Rodríguez,Argentina,Juan Real,Argentina
05-09-2022,10,Deportivo Pasto,Jaguares de Córdoba,,,betplay_dimayor,Flabio Torres,Colombia,Grigori Méndez,Colombia
05-09-2022,10,Independiente Medellín,Atlético Nacional,,,betplay_dimayor,David González,Colombia,Hernán Herrera,Colombia
05-09-2022,10,América de Cali,Deportivo Cali,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Mayer Candelo,Colombia
06-09-2022,10,Atlético Bucaramanga,Alianza Petrolera,,,betplay_dimayor,Armando Osma,Colombia,Hubert Bodhert,Colombia
06-09-2022,10,Envigado FC,Rionegro Águilas Doradas,,,betplay_dimayor,Alberto Suárez,Colombia,Leonel Álvarez,Colombia
27-08-2022,9,Once Caldas,América de Cali,1.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Alexandre Guimarães,Costa Rica
27-08-2022,9,Santa Fe,Patriotas FC,2.0,1.0,betplay_dimayor,Alfredo Arias,Uruguay,Arturo Boyacá,Colombia
28-08-2022,9,Alianza Petrolera,Deportivo Pasto,0.0,0.0,betplay_dimayor,Hubert Bodhert,Colombia,Flabio Torres,Colombia
28-08-2022,9,Atlético Nacional,Atlético Bucaramanga,1.0,0.0,betplay_dimayor,Hernán Herrera,Colombia,Armando Osma,Colombia
28-08-2022,9,La Equidad,Deportivo Pereira,,,betplay_dimayor,Alexis García,Colombia,Alejandro Restrepo,Colombia
28-08-2022,9,Cortuluá,Millonarios,,,betplay_dimayor,César Torres,Colombia,Alberto Gamero,Colombia
29-08-2022,9,Atlético Junior,Deportes Tolima,,,betplay_dimayor,Juan Real,Argentina,Hernán Torres,Colombia
29-08-2022,9,Rionegro Águilas Doradas,Independiente Medellín,,,betplay_dimayor,Leonel Álvarez,Colombia,David González,Colombia
30-08-2022,9,Jaguares de Córdoba,Envigado FC,,,betplay_dimayor,Grigori Méndez,Colombia,Alberto Suárez,Colombia
30-08-2022,9,Deportivo Cali,Unión Magdalena,,,betplay_dimayor,Mayer Candelo,Colombia,Claudio Rodríguez,Argentina
19-08-2022,8,Envigado FC,Atlético Bucaramanga,2.0,1.0,betplay_dimayor,Alberto Suárez,Colombia,Armando Osma,Colombia
20-08-2022,8,Alianza Petrolera,Deportivo Cali,4.0,4.0,betplay_dimayor,Hubert Bodhert,Colombia,Mayer Candelo,Colombia
20-08-2022,8,Deportivo Pereira,Cortuluá,2.0,1.0,betplay_dimayor,Alejandro Restrepo,Colombia,César Torres,Colombia
20-08-2022,8,Patriotas FC,Rionegro Águilas Doradas,0.0,1.0,betplay_dimayor,Arturo Boyacá,Colombia,Leonel Álvarez,Colombia
21-08-2022,8,Millonarios,Jaguares de Córdoba,2.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Grigori Méndez,Colombia
21-08-2022,8,Independiente Medellín,Santa Fe,2.0,0.0,betplay_dimayor,David González,Colombia,Alfredo Arias,Uruguay
21-08-2022,8,América de Cali,Atlético Junior,2.0,1.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,Juan Real,Argentina
22-08-2022,8,Unión Magdalena,Atlético Nacional,2.0,2.0,betplay_dimayor,Claudio Rodríguez,Argentina,Hernán Herrera,Colombia
22-08-2022,8,Deportes Tolima,La Equidad,1.0,1.0,betplay_dimayor,Hernán Torres,Colombia,Alexis García,Colombia
23-08-2022,8,Deportivo Pasto,Once Caldas,2.0,0.0,betplay_dimayor,Flabio Torres,Colombia,Diego Corredor,Colombia
13-08-2022,7,Atlético Bucaramanga,Unión Magdalena,1.0,0.0,betplay_dimayor,Armando Osma,Colombia,Claudio Rodríguez,Argentina
13-08-2022,7,Cortuluá,Alianza Petrolera,0.0,2.0,betplay_dimayor,César Torres,Colombia,Hubert Bodhert,Colombia
14-08-2022,7,Santa Fe,Deportes Tolima,2.0,1.0,betplay_dimayor,Alfredo Arias,Uruguay,Hernán Torres,Colombia
14-08-2022,7,Atlético Junior,Independiente Medellín,4.0,2.0,betplay_dimayor,Juan Real,Argentina,David González,Colombia
14-08-2022,7,Jaguares de Córdoba,Deportivo Pereira,1.0,2.0,betplay_dimayor,Grigori Méndez,Colombia,Alejandro Restrepo,Colombia
15-08-2022,7,Rionegro Águilas Doradas,Millonarios,0.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Alberto Gamero,Colombia
15-08-2022,7,Once Caldas,Patriotas FC,1.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Arturo Boyacá,Colombia
16-08-2022,7,La Equidad,América de Cali,0.0,0.0,betplay_dimayor,Alexis García,Colombia,Alexandre Guimarães,Costa Rica
02-09-2022,7,Atlético Nacional,Envigado FC,,,betplay_dimayor,Hernán Herrera,Colombia,Alberto Suárez,Colombia
15-09-2022,7,Deportivo Cali,Deportivo Pasto,,,betplay_dimayor,Mayer Candelo,Colombia,Flabio Torres,Colombia
06-08-2022,6,Independiente Medellín,La Equidad,1.0,1.0,betplay_dimayor,David González,Colombia,Alexis García,Colombia
06-08-2022,6,Patriotas FC,Cortuluá,3.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,César Torres,Colombia
06-08-2022,6,Envigado FC,Unión Magdalena,1.0,2.0,betplay_dimayor,Alberto Suárez,Colombia,Claudio Rodríguez,Argentina
06-08-2022,6,Deportes Tolima,Jaguares de Córdoba,2.0,2.0,betplay_dimayor,Hernán Torres,Colombia,Grigori Méndez,Colombia
07-08-2022,6,Alianza Petrolera,Atlético Nacional,0.0,2.0,betplay_dimayor,Hubert Bodhert,Colombia,Hernán Herrera,Colombia
07-08-2022,6,Millonarios,Deportivo Cali,4.0,2.0,betplay_dimayor,Alberto Gamero,Colombia,Mayer Candelo,Colombia
07-08-2022,6,Deportivo Pasto,Atlético Bucaramanga,1.0,0.0,betplay_dimayor,Flabio Torres,Colombia,Armando Osma,Colombia
08-08-2022,6,Atlético Junior,Once Caldas,1.0,2.0,betplay_dimayor,Juan Real,Argentina,Diego Corredor,Colombia
08-08-2022,6,Deportivo Pereira,Santa Fe,0.0,1.0,betplay_dimayor,Alejandro Restrepo,Colombia,Alfredo Arias,Uruguay
10-08-2022,6,América de Cali,Rionegro Águilas Doradas,2.0,0.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,Leonel Álvarez,Colombia
30-07-2022,5,Cortuluá,Independiente Medellín,1.0,0.0,betplay_dimayor,César Torres,Colombia,David González,Colombia
30-07-2022,5,Jaguares de Córdoba,Alianza Petrolera,2.0,1.0,betplay_dimayor,Grigori Méndez,Colombia,Hubert Bodhert,Colombia
31-07-2022,5,Once Caldas,Deportivo Pereira,2.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Alejandro Restrepo,Colombia
31-07-2022,5,Rionegro Águilas Doradas,Atlético Junior,1.0,1.0,betplay_dimayor,Leonel Álvarez,Colombia,Juan Real,Argentina
01-08-2022,5,Unión Magdalena,Millonarios,0.0,2.0,betplay_dimayor,Claudio Rodríguez,Argentina,Alberto Gamero,Colombia
01-08-2022,5,La Equidad,Patriotas FC,4.0,3.0,betplay_dimayor,Alexis García,Colombia,Arturo Boyacá,Colombia
02-08-2022,5,Atlético Bucaramanga,Deportes Tolima,2.0,1.0,betplay_dimayor,Armando Osma,Colombia,Hernán Torres,Colombia
02-08-2022,5,Atlético Nacional,Deportivo Pasto,3.0,1.0,betplay_dimayor,Hernán Herrera,Colombia,Flabio Torres,Colombia
03-08-2022,5,Deportivo Cali,Envigado FC,0.0,3.0,betplay_dimayor,Mayer Candelo,Colombia,Alberto Suárez,Colombia
03-08-2022,5,Santa Fe,América de Cali,1.0,1.0,betplay_dimayor,Alfredo Arias,Uruguay,Alexandre Guimarães,Costa Rica
23-07-2022,4,Alianza Petrolera,Atlético Bucaramanga,3.0,1.0,betplay_dimayor,Hubert Bodhert,Colombia,Armando Osma,Colombia
23-07-2022,4,Millonarios,Envigado FC,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Alberto Suárez,Colombia
23-07-2022,4,Rionegro Águilas Doradas,La Equidad,3.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Alexis García,Colombia
23-07-2022,4,Deportivo Pasto,Unión Magdalena,1.0,2.0,betplay_dimayor,Flabio Torres,Colombia,Claudio Rodríguez,Argentina
24-07-2022,4,Atlético Junior,Santa Fe,2.0,0.0,betplay_dimayor,Juan Real,Argentina,Alfredo Arias,Uruguay
24-07-2022,4,Deportes Tolima,Atlético Nacional,2.0,2.0,betplay_dimayor,Hernán Torres,Colombia,Hernán Herrera,Colombia
24-07-2022,4,América de Cali,Cortuluá,1.0,1.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,César Torres,Colombia
24-07-2022,4,Independiente Medellín,Once Caldas,1.0,1.0,betplay_dimayor,David González,Colombia,Diego Corredor,Colombia
25-07-2022,4,Deportivo Pereira,Deportivo Cali,2.0,1.0,betplay_dimayor,Alejandro Restrepo,Colombia,Mayer Candelo,Colombia
26-07-2022,4,Patriotas FC,Jaguares de Córdoba,0.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,Grigori Méndez,Colombia
16-07-2022,3,Jaguares de Córdoba,Deportivo Pasto,0.0,1.0,betplay_dimayor,Grigori Méndez,Colombia,Flabio Torres,Colombia
17-07-2022,3,Atlético Nacional,Millonarios,1.0,2.0,betplay_dimayor,Hernán Herrera,Colombia,Alberto Gamero,Colombia
17-07-2022,3,La Equidad,Atlético Junior,0.0,0.0,betplay_dimayor,Alexis García,Colombia,Juan Real,Argentina
17-07-2022,3,Envigado FC,Alianza Petrolera,2.0,2.0,betplay_dimayor,Alberto Suárez,Colombia,Hubert Bodhert,Colombia
17-07-2022,3,Santa Fe,Cortuluá,1.0,0.0,betplay_dimayor,Alfredo Arias,Uruguay,César Torres,Colombia
19-07-2022,3,Unión Magdalena,Deportes Tolima,2.0,1.0,betplay_dimayor,Claudio Rodríguez,Argentina,Hernán Torres,Colombia
19-07-2022,3,Once Caldas,Rionegro Águilas Doradas,2.0,0.0,betplay_dimayor,Diego Corredor,Colombia,Leonel Álvarez,Colombia
20-07-2022,3,Deportivo Pereira,Patriotas FC,2.0,0.0,betplay_dimayor,Alejandro Restrepo,Colombia,Arturo Boyacá,Colombia
22-07-2022,3,Deportivo Cali,Independiente Medellín,2.0,2.0,betplay_dimayor,Mayer Candelo,Colombia,David González,Colombia
01-09-2022,3,Atlético Bucaramanga,América de Cali,,,betplay_dimayor,Armando Osma,Colombia,Alexandre Guimarães,Costa Rica
13-07-2022,2,Alianza Petrolera,Unión Magdalena,0.0,1.0,betplay_dimayor,Hubert Bodhert,Colombia,Claudio Rodríguez,Argentina
13-07-2022,2,Millonarios,Atlético Bucaramanga,0.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Armando Osma,Colombia
13-07-2022,2,Cortuluá,Jaguares de Córdoba,0.0,1.0,betplay_dimayor,César Torres,Colombia,Grigori Méndez,Colombia
13-07-2022,2,Deportivo Pasto,Envigado FC,4.0,0.0,betplay_dimayor,Flabio Torres,Colombia,Alberto Suárez,Colombia
14-07-2022,2,Once Caldas,La Equidad,1.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Alexis García,Colombia
14-07-2022,2,Atlético Junior,Atlético Nacional,3.0,1.0,betplay_dimayor,Juan Real,Argentina,Hernán Herrera,Colombia
14-07-2022,2,Rionegro Águilas Doradas,Santa Fe,2.0,2.0,betplay_dimayor,Leonel Álvarez,Colombia,Alfredo Arias,Uruguay
15-07-2022,2,Independiente Medellín,Patriotas FC,1.0,0.0,betplay_dimayor,David González,Colombia,Arturo Boyacá,Colombia
15-07-2022,2,Deportes Tolima,Deportivo Cali,2.0,0.0,betplay_dimayor,Hernán Torres,Colombia,Mayer Candelo,Colombia
16-09-2022,2,América de Cali,Deportivo Pereira,,,betplay_dimayor,Alexandre Guimarães,Costa Rica,Alejandro Restrepo,Colombia
07-07-2022,1,Unión Magdalena,Once Caldas,2.0,2.0,betplay_dimayor,Claudio Rodríguez,Argentina,Diego Corredor,Colombia
08-07-2022,1,Deportivo Pereira,Alianza Petrolera,1.0,2.0,betplay_dimayor,Alejandro Restrepo,Colombia,Hubert Bodhert,Colombia
08-07-2022,1,Patriotas FC,Atlético Junior,1.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,Juan Real,Argentina
09-07-2022,1,Envigado FC,América de Cali,0.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Alexandre Guimarães,Costa Rica
10-07-2022,1,Millonarios,Deportivo Pasto,1.0,1.0,betplay_dimayor,Alberto Gamero,Colombia,Flabio Torres,Colombia
10-07-2022,1,La Equidad,Santa Fe,2.0,2.0,betplay_dimayor,Alexis García,Colombia,Alfredo Arias,Uruguay
11-07-2022,1,Atlético Nacional,Cortuluá,1.0,1.0,betplay_dimayor,Hernán Herrera,Colombia,César Torres,Colombia
11-07-2022,1,Deportes Tolima,Independiente Medellín,1.0,1.0,betplay_dimayor,Hernán Torres,Colombia,David González,Colombia
26-08-2022,1,Deportivo Cali,Jaguares de Córdoba,2.0,2.0,betplay_dimayor,Mayer Candelo,Colombia,Grigori Méndez,Colombia
07-10-2022,1,Atlético Bucaramanga,Rionegro Águilas Doradas,,,betplay_dimayor,Armando Osma,Colombia,Leonel Álvarez,Colombia
15-05-2022,20,Rionegro Águilas Doradas,Cortuluá,2.0,2.0,betplay_dimayor,Leonel Álvarez,Colombia,Fernando Velasco,Colombia
15-05-2022,20,Independiente Medellín,Deportivo Pasto,1.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Flabio Torres,Colombia
15-05-2022,20,Atlético Junior,Jaguares de Córdoba,2.0,4.0,betplay_dimayor,Juan Real,Argentina,César Torres,Colombia
15-05-2022,20,La Equidad,Atlético Nacional,1.0,0.0,betplay_dimayor,Alexis García,Colombia,Hernán Herrera,Colombia
15-05-2022,20,Millonarios,Alianza Petrolera,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Hubert Bodhert,Colombia
15-05-2022,20,Once Caldas,Santa Fe,2.0,2.0,betplay_dimayor,Diego Corredor,Colombia,Agustín Julio,Colombia
15-05-2022,20,Deportivo Pereira,Atlético Bucaramanga,0.0,3.0,betplay_dimayor,Alexis Márquez,Colombia,Armando Osma,Colombia
