fecha,jornada,local,visitante,goles_local,goles_visitante,liga,entrenador_local,pais_entrenador_local,entrenador_visitante,pais_entrenador_visitante
04-10-2009,7,Boca Juniors,Vélez Sarsfield,3.0,2.0,primera_division_argentina,Alfio Basile,Argentina,Ricardo Gareca,Argentina
05-10-2009,7,CA Lanús,Godoy Cruz,1.0,0.0,primera_division_argentina,Luis Zubeldía,Argentina,Diego Cocca,Argentina
26-09-2009,6,Godoy Cruz,Argentinos Juniors,2.0,4.0,primera_division_argentina,Diego Cocca,Argentina,Claudio Borghi,Argentina
26-09-2009,6,Banfield,Newell's Old Boys,2.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Roberto Sensini,Argentina
26-09-2009,6,Chacarita Juniors,Arsenal de Sarandí,1.0,0.0,primera_division_argentina,,,Jorge Burruchaga,Argentina
26-09-2009,6,Rosario Central,Colón de Santa Fe,0.0,1.0,primera_division_argentina,Ariel Cuffaro Russo,Argentina,Antonio Mohamed,Argentina
26-09-2009,6,Estudiantes,Boca Juniors,2.0,1.0,primera_division_argentina,Alejandro Sabella,Argentina,Alfio Basile,Argentina
27-09-2009,6,Tigre,San Lorenzo,2.0,3.0,primera_division_argentina,Diego Cagna,Argentina,Diego Simeone,Argentina
27-09-2009,6,Vélez Sarsfield,Huracán,2.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Ángel Cappa,Argentina
27-09-2009,6,Racing Club,Independiente,1.0,2.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Américo Gallego,Argentina
27-09-2009,6,River Plate,Gimnasia de La Plata,2.0,2.0,primera_division_argentina,Néstor Gorosito,Argentina,Leonardo Madelón,Argentina
28-09-2009,6,Atlético Tucumán,CA Lanús,2.0,2.0,primera_division_argentina,Héctor Rivoira,Argentina,Luis Zubeldía,Argentina
19-09-2009,5,Huracán,Estudiantes,1.0,4.0,primera_division_argentina,Ángel Cappa,Argentina,Alejandro Sabella,Argentina
19-09-2009,5,Rosario Central,Banfield,0.0,0.0,primera_division_argentina,Ariel Cuffaro Russo,Argentina,Julio Falcioni,Argentina
19-09-2009,5,Colón de Santa Fe,Chacarita Juniors,3.0,1.0,primera_division_argentina,Antonio Mohamed,Argentina,,
19-09-2009,5,Gimnasia de La Plata,Tigre,2.0,0.0,primera_division_argentina,Leonardo Madelón,Argentina,Diego Cagna,Argentina
19-09-2009,5,Argentinos Juniors,Atlético Tucumán,2.0,1.0,primera_division_argentina,Claudio Borghi,Argentina,Héctor Rivoira,Argentina
20-09-2009,5,Independiente,Vélez Sarsfield,2.0,2.0,primera_division_argentina,Américo Gallego,Argentina,Ricardo Gareca,Argentina
20-09-2009,5,CA Lanús,Newell's Old Boys,0.0,2.0,primera_division_argentina,Luis Zubeldía,Argentina,Roberto Sensini,Argentina
20-09-2009,5,San Lorenzo,Racing Club,0.0,0.0,primera_division_argentina,Diego Simeone,Argentina,Ricardo Caruso Lombardi,Argentina
20-09-2009,5,Boca Juniors,Godoy Cruz,2.0,3.0,primera_division_argentina,Alfio Basile,Argentina,Diego Cocca,Argentina
21-09-2009,5,Arsenal de Sarandí,River Plate,1.0,0.0,primera_division_argentina,Jorge Burruchaga,Argentina,Néstor Gorosito,Argentina
12-09-2009,4,Racing Club,Gimnasia de La Plata,1.0,1.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Leonardo Madelón,Argentina
12-09-2009,4,Newell's Old Boys,Argentinos Juniors,0.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Claudio Borghi,Argentina
12-09-2009,4,Chacarita Juniors,Rosario Central,0.0,1.0,primera_division_argentina,,,Ariel Cuffaro Russo,Argentina
12-09-2009,4,Vélez Sarsfield,San Lorenzo,0.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Diego Simeone,Argentina
12-09-2009,4,Tigre,Arsenal de Sarandí,1.0,2.0,primera_division_argentina,Diego Cagna,Argentina,Jorge Burruchaga,Argentina
13-09-2009,4,Atlético Tucumán,Boca Juniors,2.0,0.0,primera_division_argentina,Héctor Rivoira,Argentina,Alfio Basile,Argentina
13-09-2009,4,CA Lanús,Banfield,1.0,2.0,primera_division_argentina,Luis Zubeldía,Argentina,Julio Falcioni,Argentina
13-09-2009,4,River Plate,Colón de Santa Fe,0.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Antonio Mohamed,Argentina
13-09-2009,4,Estudiantes,Independiente,2.0,1.0,primera_division_argentina,Alejandro Sabella,Argentina,Américo Gallego,Argentina
14-09-2009,4,Godoy Cruz,Huracán,1.0,1.0,primera_division_argentina,Diego Cocca,Argentina,Ángel Cappa,Argentina
02-09-2009,3,Arsenal de Sarandí,Racing Club,0.0,0.0,primera_division_argentina,Jorge Burruchaga,Argentina,Ricardo Caruso Lombardi,Argentina
02-09-2009,3,San Lorenzo,Estudiantes,2.0,2.0,primera_division_argentina,Diego Simeone,Argentina,Alejandro Sabella,Argentina
03-09-2009,3,Argentinos Juniors,CA Lanús,0.0,0.0,primera_division_argentina,Claudio Borghi,Argentina,Luis Zubeldía,Argentina
03-09-2009,3,Huracán,Atlético Tucumán,0.0,2.0,primera_division_argentina,Ángel Cappa,Argentina,Héctor Rivoira,Argentina
03-09-2009,3,Independiente,Godoy Cruz,2.0,0.0,primera_division_argentina,Américo Gallego,Argentina,Diego Cocca,Argentina
04-09-2009,3,Boca Juniors,Newell's Old Boys,1.0,1.0,primera_division_argentina,Alfio Basile,Argentina,Roberto Sensini,Argentina
04-09-2009,3,Banfield,Chacarita Juniors,1.0,0.0,primera_division_argentina,Julio Falcioni,Argentina,,
05-09-2009,3,Colón de Santa Fe,Tigre,5.0,1.0,primera_division_argentina,Antonio Mohamed,Argentina,Diego Cagna,Argentina
05-09-2009,3,Gimnasia de La Plata,Vélez Sarsfield,0.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Ricardo Gareca,Argentina
09-09-2009,3,Rosario Central,River Plate,2.0,1.0,primera_division_argentina,Ariel Cuffaro Russo,Argentina,Néstor Gorosito,Argentina
29-08-2009,2,Tigre,Rosario Central,1.0,2.0,primera_division_argentina,Diego Cagna,Argentina,Ariel Cuffaro Russo,Argentina
29-08-2009,2,Racing Club,Colón de Santa Fe,1.0,1.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Antonio Mohamed,Argentina
29-08-2009,2,Vélez Sarsfield,Arsenal de Sarandí,3.0,1.0,primera_division_argentina,Ricardo Gareca,Argentina,Jorge Burruchaga,Argentina
29-08-2009,2,Estudiantes,Gimnasia de La Plata,3.0,0.0,primera_division_argentina,Alejandro Sabella,Argentina,Leonardo Madelón,Argentina
29-08-2009,2,Argentinos Juniors,Banfield,1.0,1.0,primera_division_argentina,Claudio Borghi,Argentina,Julio Falcioni,Argentina
30-08-2009,2,Godoy Cruz,San Lorenzo,1.0,1.0,primera_division_argentina,Diego Cocca,Argentina,Diego Simeone,Argentina
30-08-2009,2,River Plate,Chacarita Juniors,4.0,3.0,primera_division_argentina,Néstor Gorosito,Argentina,,
30-08-2009,2,Atlético Tucumán,Independiente,2.0,4.0,primera_division_argentina,Héctor Rivoira,Argentina,Américo Gallego,Argentina
30-08-2009,2,CA Lanús,Boca Juniors,1.0,2.0,primera_division_argentina,Luis Zubeldía,Argentina,Alfio Basile,Argentina
31-08-2009,2,Newell's Old Boys,Huracán,1.0,0.0,primera_division_argentina,Roberto Sensini,Argentina,Ángel Cappa,Argentina
22-08-2009,1,Gimnasia de La Plata,Godoy Cruz,0.0,2.0,primera_division_argentina,Leonardo Madelón,Argentina,Diego Cocca,Argentina
22-08-2009,1,Independiente,Newell's Old Boys,0.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Roberto Sensini,Argentina
22-08-2009,1,San Lorenzo,Atlético Tucumán,3.0,1.0,primera_division_argentina,Diego Simeone,Argentina,Héctor Rivoira,Argentina
22-08-2009,1,Chacarita Juniors,Tigre,1.0,2.0,primera_division_argentina,,,Diego Cagna,Argentina
22-08-2009,1,Arsenal de Sarandí,Estudiantes,0.0,2.0,primera_division_argentina,Jorge Burruchaga,Argentina,Alejandro Sabella,Argentina
23-08-2009,1,Rosario Central,Racing Club,1.0,0.0,primera_division_argentina,Ariel Cuffaro Russo,Argentina,Ricardo Caruso Lombardi,Argentina
23-08-2009,1,Huracán,CA Lanús,1.0,2.0,primera_division_argentina,Ángel Cappa,Argentina,Luis Zubeldía,Argentina
23-08-2009,1,Boca Juniors,Argentinos Juniors,2.0,2.0,primera_division_argentina,Alfio Basile,Argentina,Claudio Borghi,Argentina
23-08-2009,1,Banfield,River Plate,2.0,0.0,primera_division_argentina,Julio Falcioni,Argentina,Néstor Gorosito,Argentina
24-08-2009,1,Colón de Santa Fe,Vélez Sarsfield,0.0,1.0,primera_division_argentina,Antonio Mohamed,Argentina,Ricardo Gareca,Argentina
26-06-2009,19,Arsenal de Sarandí,Independiente,1.0,1.0,primera_division_argentina,Jorge Burruchaga,Argentina,Américo Gallego,Argentina
04-07-2009,19,Racing Club,Newell's Old Boys,2.0,1.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Roberto Sensini,Argentina
04-07-2009,19,Banfield,Tigre,0.0,3.0,primera_division_argentina,Julio Falcioni,Argentina,Diego Cagna,Argentina
04-07-2009,19,Colón de Santa Fe,Boca Juniors,1.0,3.0,primera_division_argentina,Antonio Mohamed,Argentina,Abel Alves,Argentina
04-07-2009,19,San Lorenzo,Argentinos Juniors,3.0,0.0,primera_division_argentina,Diego Simeone,Argentina,Claudio Borghi,Argentina
04-07-2009,19,Rosario Central,Godoy Cruz,0.0,1.0,primera_division_argentina,Miguel Russo,Argentina,Diego Cocca,Argentina
05-07-2009,19,River Plate,Estudiantes,1.0,2.0,primera_division_argentina,Néstor Gorosito,Argentina,Alejandro Sabella,Argentina
05-07-2009,19,Gimnasia de La Plata,Gimnasia de Jujuy,2.0,0.0,primera_division_argentina,Leonardo Madelón,Argentina,Héctor Arzubialde,Argentina
05-07-2009,19,San Martín de Tucumán,CA Lanús,2.0,3.0,primera_division_argentina,Francisco Ferraro,Argentina,Luis Zubeldía,Argentina
05-07-2009,19,Vélez Sarsfield,Huracán,1.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Ángel Cappa,Argentina
20-06-2009,18,Newell's Old Boys,San Martín de Tucumán,0.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Carlos Roldan,Argentina
20-06-2009,18,Argentinos Juniors,Banfield,1.0,1.0,primera_division_argentina,Claudio Borghi,Argentina,Julio Falcioni,Argentina
20-06-2009,18,Independiente,San Lorenzo,0.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Diego Simeone,Argentina
20-06-2009,18,Gimnasia de Jujuy,Racing Club,0.0,2.0,primera_division_argentina,Héctor Arzubialde,Argentina,Ricardo Caruso Lombardi,Argentina
21-06-2009,18,Tigre,Rosario Central,0.0,1.0,primera_division_argentina,Diego Cagna,Argentina,Miguel Russo,Argentina
21-06-2009,18,Estudiantes,Colón de Santa Fe,1.0,3.0,primera_division_argentina,Alejandro Sabella,Argentina,Antonio Mohamed,Argentina
21-06-2009,18,Godoy Cruz,River Plate,1.0,0.0,primera_division_argentina,Diego Cocca,Argentina,Néstor Gorosito,Argentina
21-06-2009,18,CA Lanús,Vélez Sarsfield,1.0,1.0,primera_division_argentina,Luis Zubeldía,Argentina,Ricardo Gareca,Argentina
21-06-2009,18,Huracán,Arsenal de Sarandí,3.0,0.0,primera_division_argentina,Ángel Cappa,Argentina,Jorge Burruchaga,Argentina
22-06-2009,18,Boca Juniors,Gimnasia de La Plata,1.0,2.0,primera_division_argentina,Abel Alves,Argentina,Leonardo Madelón,Argentina
13-06-2009,17,Banfield,Independiente,5.0,0.0,primera_division_argentina,Julio Falcioni,Argentina,Américo Gallego,Argentina
13-06-2009,17,Colón de Santa Fe,Gimnasia de La Plata,2.0,0.0,primera_division_argentina,Antonio Mohamed,Argentina,Leonardo Madelón,Argentina
13-06-2009,17,River Plate,Tigre,3.0,1.0,primera_division_argentina,Néstor Gorosito,Argentina,Diego Cagna,Argentina
13-06-2009,17,Arsenal de Sarandí,CA Lanús,4.0,1.0,primera_division_argentina,Jorge Burruchaga,Argentina,Luis Zubeldía,Argentina
13-06-2009,17,Vélez Sarsfield,Newell's Old Boys,2.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Roberto Sensini,Argentina
14-06-2009,17,Estudiantes,Godoy Cruz,1.0,0.0,primera_division_argentina,Alejandro Sabella,Argentina,Diego Cocca,Argentina
14-06-2009,17,San Lorenzo,Huracán,0.0,1.0,primera_division_argentina,Diego Simeone,Argentina,Ángel Cappa,Argentina
14-06-2009,17,San Martín de Tucumán,Gimnasia de Jujuy,0.0,1.0,primera_division_argentina,Carlos Roldan,Argentina,Héctor Arzubialde,Argentina
14-06-2009,17,Racing Club,Boca Juniors,3.0,0.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Carlos Ischia,Argentina
15-06-2009,17,Rosario Central,Argentinos Juniors,2.0,1.0,primera_division_argentina,Miguel Russo,Argentina,Claudio Borghi,Argentina
30-05-2009,16,Newell's Old Boys,Arsenal de Sarandí,1.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Jorge Burruchaga,Argentina
30-05-2009,16,Huracán,Banfield,2.0,1.0,primera_division_argentina,Ángel Cappa,Argentina,Julio Falcioni,Argentina
30-05-2009,16,Independiente,Rosario Central,3.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Miguel Russo,Argentina
30-05-2009,16,Godoy Cruz,Colón de Santa Fe,1.0,3.0,primera_division_argentina,Diego Cocca,Argentina,Antonio Mohamed,Argentina
31-05-2009,16,CA Lanús,San Lorenzo,2.0,1.0,primera_division_argentina,Luis Zubeldía,Argentina,Diego Simeone,Argentina
31-05-2009,16,Argentinos Juniors,River Plate,0.0,0.0,primera_division_argentina,Fabián de Sarasqueta,Argentina,Néstor Gorosito,Argentina
31-05-2009,16,Gimnasia de Jujuy,Vélez Sarsfield,0.0,1.0,primera_division_argentina,Héctor Arzubialde,Argentina,Ricardo Gareca,Argentina
31-05-2009,16,Gimnasia de La Plata,Racing Club,0.0,0.0,primera_division_argentina,Leonardo Madelón,Argentina,Ricardo Caruso Lombardi,Argentina
01-06-2009,16,Boca Juniors,San Martín de Tucumán,3.0,0.0,primera_division_argentina,Carlos Ischia,Argentina,Carlos Roldan,Argentina
01-06-2009,16,Tigre,Estudiantes,2.0,0.0,primera_division_argentina,Diego Cagna,Argentina,Alejandro Sabella,Argentina
23-05-2009,15,Arsenal de Sarandí,Gimnasia de Jujuy,0.0,1.0,primera_division_argentina,Jorge Burruchaga,Argentina,Héctor Arzubialde,Argentina
23-05-2009,15,Godoy Cruz,Tigre,0.0,2.0,primera_division_argentina,Diego Cocca,Argentina,Diego Cagna,Argentina
23-05-2009,15,Banfield,CA Lanús,0.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Luis Zubeldía,Argentina
23-05-2009,15,San Lorenzo,Newell's Old Boys,0.0,2.0,primera_division_argentina,Diego Simeone,Argentina,Roberto Sensini,Argentina
23-05-2009,15,Estudiantes,Argentinos Juniors,3.0,2.0,primera_division_argentina,Alejandro Sabella,Argentina,Claudio Vivas,Argentina
24-05-2009,15,Rosario Central,Huracán,1.0,2.0,primera_division_argentina,Miguel Russo,Argentina,Ángel Cappa,Argentina
24-05-2009,15,River Plate,Independiente,2.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Américo Gallego,Argentina
24-05-2009,15,Vélez Sarsfield,Boca Juniors,2.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Carlos Ischia,Argentina
25-05-2009,15,San Martín de Tucumán,Gimnasia de La Plata,0.0,1.0,primera_division_argentina,Carlos Roldan,Argentina,Leonardo Madelón,Argentina
25-05-2009,15,Colón de Santa Fe,Racing Club,0.0,0.0,primera_division_argentina,Antonio Mohamed,Argentina,Ricardo Caruso Lombardi,Argentina
16-05-2009,14,Argentinos Juniors,Godoy Cruz,2.0,4.0,primera_division_argentina,Claudio Vivas,Argentina,Diego Cocca,Argentina
16-05-2009,14,CA Lanús,Rosario Central,2.0,1.0,primera_division_argentina,Luis Zubeldía,Argentina,Miguel Russo,Argentina
16-05-2009,14,Huracán,River Plate,4.0,0.0,primera_division_argentina,Ángel Cappa,Argentina,Néstor Gorosito,Argentina
16-05-2009,14,Newell's Old Boys,Banfield,1.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Julio Falcioni,Argentina
16-05-2009,14,Gimnasia de La Plata,Vélez Sarsfield,3.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Ricardo Gareca,Argentina
17-05-2009,14,Tigre,Colón de Santa Fe,2.0,1.0,primera_division_argentina,Diego Cagna,Argentina,Antonio Mohamed,Argentina
17-05-2009,14,Boca Juniors,Arsenal de Sarandí,2.0,1.0,primera_division_argentina,Carlos Ischia,Argentina,Jorge Burruchaga,Argentina
17-05-2009,14,Racing Club,San Martín de Tucumán,1.0,2.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Carlos Roldan,Argentina
18-05-2009,14,Independiente,Estudiantes,1.0,5.0,primera_division_argentina,Américo Gallego,Argentina,Alejandro Sabella,Argentina
18-05-2009,14,Gimnasia de Jujuy,San Lorenzo,0.0,3.0,primera_division_argentina,Héctor Arzubialde,Argentina,Diego Simeone,Argentina
09-05-2009,13,Banfield,Gimnasia de Jujuy,2.0,2.0,primera_division_argentina,Julio Falcioni,Argentina,Héctor Arzubialde,Argentina
09-05-2009,13,Tigre,Argentinos Juniors,1.0,1.0,primera_division_argentina,Diego Cagna,Argentina,Claudio Vivas,Argentina
09-05-2009,13,Arsenal de Sarandí,Gimnasia de La Plata,0.0,0.0,primera_division_argentina,Jorge Burruchaga,Argentina,Leonardo Madelón,Argentina
09-05-2009,13,Vélez Sarsfield,Racing Club,2.0,2.0,primera_division_argentina,Ricardo Gareca,Argentina,Ricardo Caruso Lombardi,Argentina
10-05-2009,13,Colón de Santa Fe,San Martín de Tucumán,2.0,0.0,primera_division_argentina,Antonio Mohamed,Argentina,Carlos Roldan,Argentina
10-05-2009,13,Godoy Cruz,Independiente,2.0,0.0,primera_division_argentina,Diego Cocca,Argentina,Américo Gallego,Argentina
10-05-2009,13,Rosario Central,Newell's Old Boys,1.0,1.0,primera_division_argentina,Miguel Russo,Argentina,Roberto Sensini,Argentina
10-05-2009,13,San Lorenzo,Boca Juniors,1.0,1.0,primera_division_argentina,Diego Simeone,Argentina,Carlos Ischia,Argentina
11-05-2009,13,Estudiantes,Huracán,1.0,1.0,primera_division_argentina,Alejandro Sabella,Argentina,Ángel Cappa,Argentina
11-05-2009,13,River Plate,CA Lanús,1.0,1.0,primera_division_argentina,Néstor Gorosito,Argentina,Luis Zubeldía,Argentina
02-05-2009,12,Independiente,Tigre,4.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Diego Cagna,Argentina
02-05-2009,12,Gimnasia de Jujuy,Rosario Central,0.0,1.0,primera_division_argentina,Héctor Arzubialde,Argentina,Miguel Russo,Argentina
02-05-2009,12,Gimnasia de La Plata,San Lorenzo,1.0,2.0,primera_division_argentina,Leonardo Madelón,Argentina,Diego Simeone,Argentina
03-05-2009,12,CA Lanús,Estudiantes,0.0,3.0,primera_division_argentina,Luis Zubeldía,Argentina,Alejandro Sabella,Argentina
03-05-2009,12,Argentinos Juniors,Colón de Santa Fe,2.0,0.0,primera_division_argentina,Claudio Vivas,Argentina,Antonio Mohamed,Argentina
03-05-2009,12,San Martín de Tucumán,Vélez Sarsfield,0.0,0.0,primera_division_argentina,Carlos Roldan,Argentina,Ricardo Gareca,Argentina
03-05-2009,12,Racing Club,Arsenal de Sarandí,4.0,1.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,José Rizzo,Argentina
03-05-2009,12,Huracán,Godoy Cruz,3.0,2.0,primera_division_argentina,Ángel Cappa,Argentina,Diego Cocca,Argentina
03-05-2009,12,Newell's Old Boys,River Plate,1.0,0.0,primera_division_argentina,Roberto Sensini,Argentina,Néstor Gorosito,Argentina
04-05-2009,12,Boca Juniors,Banfield,2.0,3.0,primera_division_argentina,Carlos Ischia,Argentina,Julio Falcioni,Argentina
25-04-2009,11,Arsenal de Sarandí,San Martín de Tucumán,1.0,1.0,primera_division_argentina,Daniel Garnero,Argentina,Carlos Roldan,Argentina
25-04-2009,11,Banfield,Gimnasia de La Plata,3.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Leonardo Madelón,Argentina
25-04-2009,11,San Lorenzo,Racing Club,1.0,1.0,primera_division_argentina,Diego Simeone,Argentina,Ricardo Caruso Lombardi,Argentina
25-04-2009,11,Tigre,Huracán,0.0,1.0,primera_division_argentina,Diego Cagna,Argentina,Ángel Cappa,Argentina
26-04-2009,11,Estudiantes,Newell's Old Boys,1.0,0.0,primera_division_argentina,Alejandro Sabella,Argentina,Roberto Sensini,Argentina
26-04-2009,11,Godoy Cruz,CA Lanús,0.0,1.0,primera_division_argentina,Diego Cocca,Argentina,Luis Zubeldía,Argentina
26-04-2009,11,Argentinos Juniors,Independiente,1.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Américo Gallego,Argentina
26-04-2009,11,Colón de Santa Fe,Vélez Sarsfield,2.0,4.0,primera_division_argentina,Antonio Mohamed,Argentina,Ricardo Gareca,Argentina
26-04-2009,11,Rosario Central,Boca Juniors,2.0,0.0,primera_division_argentina,Miguel Russo,Argentina,Carlos Ischia,Argentina
27-04-2009,11,River Plate,Gimnasia de Jujuy,1.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Héctor Arzubialde,Argentina
18-04-2009,10,Independiente,Colón de Santa Fe,0.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Antonio Mohamed,Argentina
18-04-2009,10,Gimnasia de Jujuy,Estudiantes,0.0,0.0,primera_division_argentina,Héctor Arzubialde,Argentina,Alejandro Sabella,Argentina
18-04-2009,10,Huracán,Argentinos Juniors,4.0,1.0,primera_division_argentina,Ángel Cappa,Argentina,Claudio Vivas,Argentina
18-04-2009,10,Vélez Sarsfield,Arsenal de Sarandí,2.0,0.0,primera_division_argentina,Ricardo Gareca,Argentina,Daniel Garnero,Argentina
18-04-2009,10,Gimnasia de La Plata,Rosario Central,1.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Miguel Russo,Argentina
19-04-2009,10,Racing Club,Banfield,1.0,0.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Julio Falcioni,Argentina
19-04-2009,10,Boca Juniors,River Plate,1.0,1.0,primera_division_argentina,Carlos Ischia,Argentina,Néstor Gorosito,Argentina
19-04-2009,10,Newell's Old Boys,Godoy Cruz,1.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Diego Cocca,Argentina
20-04-2009,10,San Martín de Tucumán,San Lorenzo,3.0,0.0,primera_division_argentina,Carlos Roldan,Argentina,Diego Simeone,Argentina
20-04-2009,10,CA Lanús,Tigre,2.0,1.0,primera_division_argentina,Luis Zubeldía,Argentina,Diego Cagna,Argentina
11-04-2009,9,Argentinos Juniors,CA Lanús,2.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Luis Zubeldía,Argentina
11-04-2009,9,Tigre,Newell's Old Boys,1.0,1.0,primera_division_argentina,Diego Cagna,Argentina,Roberto Sensini,Argentina
11-04-2009,9,Godoy Cruz,Gimnasia de Jujuy,2.0,2.0,primera_division_argentina,Diego Cocca,Argentina,Héctor Arzubialde,Argentina
11-04-2009,9,Independiente,Huracán,2.0,1.0,primera_division_argentina,Américo Gallego,Argentina,Ángel Cappa,Argentina
11-04-2009,9,Colón de Santa Fe,Arsenal de Sarandí,1.0,1.0,primera_division_argentina,Antonio Mohamed,Argentina,Daniel Garnero,Argentina
12-04-2009,9,Banfield,San Martín de Tucumán,0.0,0.0,primera_division_argentina,Julio Falcioni,Argentina,Carlos Roldan,Argentina
12-04-2009,9,San Lorenzo,Vélez Sarsfield,0.0,1.0,primera_division_argentina,Alberto Fanesi,Argentina,Ricardo Gareca,Argentina
12-04-2009,9,Rosario Central,Racing Club,0.0,1.0,primera_division_argentina,Reinaldo Merlo,Argentina,Ricardo Caruso Lombardi,Argentina
12-04-2009,9,Estudiantes,Boca Juniors,1.0,0.0,primera_division_argentina,Alejandro Sabella,Argentina,Carlos Ischia,Argentina
13-04-2009,9,River Plate,Gimnasia de La Plata,2.0,2.0,primera_division_argentina,Néstor Gorosito,Argentina,Leonardo Madelón,Argentina
04-04-2009,8,Arsenal de Sarandí,San Lorenzo,1.0,1.0,primera_division_argentina,Daniel Garnero,Argentina,Miguel Russo,Argentina
04-04-2009,8,Huracán,Colón de Santa Fe,0.0,1.0,primera_division_argentina,Ángel Cappa,Argentina,Antonio Mohamed,Argentina
04-04-2009,8,Racing Club,River Plate,1.0,0.0,primera_division_argentina,Ricardo Caruso Lombardi,Argentina,Néstor Gorosito,Argentina
04-04-2009,8,Gimnasia de Jujuy,Tigre,1.0,1.0,primera_division_argentina,Héctor Arzubialde,Argentina,Diego Cagna,Argentina
04-04-2009,8,Newell's Old Boys,Argentinos Juniors,1.0,1.0,primera_division_argentina,Roberto Sensini,Argentina,Claudio Vivas,Argentina
05-04-2009,8,Vélez Sarsfield,Banfield,2.0,1.0,primera_division_argentina,Ricardo Gareca,Argentina,Julio Falcioni,Argentina
05-04-2009,8,Gimnasia de La Plata,Estudiantes,1.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Alejandro Sabella,Argentina
05-04-2009,8,Boca Juniors,Godoy Cruz,1.0,1.0,primera_division_argentina,Carlos Ischia,Argentina,Diego Cocca,Argentina
06-04-2009,8,San Martín de Tucumán,Rosario Central,0.0,1.0,primera_division_argentina,Carlos Roldan,Argentina,Reinaldo Merlo,Argentina
06-04-2009,8,CA Lanús,Independiente,5.0,1.0,primera_division_argentina,Luis Zubeldía,Argentina,Américo Gallego,Argentina
20-03-2009,7,Independiente,Newell's Old Boys,4.0,1.0,primera_division_argentina,Miguel Santoro,Argentina,Roberto Sensini,Argentina
21-03-2009,7,Banfield,Arsenal de Sarandí,2.0,0.0,primera_division_argentina,Jorge Burruchaga,Argentina,Daniel Garnero,Argentina
21-03-2009,7,Godoy Cruz,Gimnasia de La Plata,1.0,1.0,primera_division_argentina,Diego Cocca,Argentina,Leonardo Madelón,Argentina
21-03-2009,7,Argentinos Juniors,Gimnasia de Jujuy,0.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Héctor Arzubialde,Argentina
22-03-2009,7,Rosario Central,Vélez Sarsfield,1.0,1.0,primera_division_argentina,Reinaldo Merlo,Argentina,Ricardo Gareca,Argentina
22-03-2009,7,Tigre,Boca Juniors,0.0,0.0,primera_division_argentina,Diego Cagna,Argentina,Carlos Ischia,Argentina
22-03-2009,7,Huracán,CA Lanús,3.0,0.0,primera_division_argentina,Ángel Cappa,Argentina,Luis Zubeldía,Argentina
22-03-2009,7,River Plate,San Martín de Tucumán,2.0,1.0,primera_division_argentina,Néstor Gorosito,Argentina,Carlos Roldan,Argentina
22-03-2009,7,Colón de Santa Fe,San Lorenzo,3.0,0.0,primera_division_argentina,Antonio Mohamed,Argentina,Miguel Russo,Argentina
22-03-2009,7,Estudiantes,Racing Club,0.0,0.0,primera_division_argentina,Alejandro Sabella,Argentina,Ricardo Caruso Lombardi,Argentina
13-03-2009,6,Gimnasia de Jujuy,Independiente,4.0,1.0,primera_division_argentina,Héctor Arzubialde,Argentina,Miguel Santoro,Argentina
14-03-2009,6,Arsenal de Sarandí,Rosario Central,0.0,5.0,primera_division_argentina,Daniel Garnero,Argentina,Reinaldo Merlo,Argentina
