jornada,fecha,puntos_actuales,equipo,liga,entrenador_nuevo,promedio_goles_hechos_antes_de_cambio_entrenador_1_5,promedio_goles_hechos_despues_de_cambio_entrenador_1_5,promedio_goles_recibidos_antes_de_cambio_entrenador_1_5,promedio_goles_recibidos_despues_de_cambio_entrenador_1_5,puntos_hechos_antes_de_cambio_entrenador_1_5,puntos_hechos_despues_de_cambio_entrenador_1_5,porcentaje_victorias_despues_de_cambio_entrenador_1_5,porcentaje_victorias_antes_de_cambio_entrenador_1_5,porcentaje_empates_despues_de_cambio_entrenador_1_5,porcentaje_empates_antes_de_cambio_entrenador_1_5,porcentaje_derrotas_despues_de_cambio_entrenador_1_5,porcentaje_derrotas_antes_de_cambio_entrenador_1_5
27,20-09-2015,31,Goiás - GO,brasileirao,Arthur Neto,1.0,1.2,1.2,2.2,6,3,0.2,0.4,0.0,0.0,0.8,0.6
32,25-10-2015,31,Goiás - GO,brasileirao,Danny Sérgio,1.2,1.2,2.2,2.2,3,4,0.2,0.2,0.2,0.0,0.6,0.8
1,29-04-2019,3,Goiás - GO,brasileirao,Claudinei Oliveira,1.4,1.2,2.2,1.0,4,9,0.6,0.2,0.0,0.2,0.4,0.6
7,08-08-2019,9,Goiás - GO,brasileirao,Ney Franco,1.0,0.0,1.2,2.0,6,0,0.0,0.4,0.0,0.0,1.0,0.6
8,11-06-2019,12,Goiás - GO,brasileirao,Claudinei Oliveira,0.8,1.2,1.2,1.6,6,8,0.4,0.4,0.4,0.0,0.2,0.6
14,12-08-2019,17,Goiás - GO,brasileirao,Ney Franco,0.8,0.8,2.6,1.4,5,4,0.2,0.2,0.2,0.4,0.6,0.4
1,03-12-2020,0,Goiás - GO,brasileirao,Augusto,2.2,0.0,2.6,3.0,9,0,0.0,0.6,0.0,0.0,1.0,0.4
2,13-08-2020,0,Goiás - GO,brasileirao,Ney Franco,1.4,1.0,2.6,2.0,6,1,0.0,0.4,0.3333333333333333,0.0,0.6666666666666666,0.6
5,23-08-2020,4,Goiás - GO,brasileirao,Thiago Larghi,1.2,2.0,2.2,0.0,4,3,1.0,0.2,0.0,0.2,0.0,0.6
6,30-11-2020,4,Goiás - GO,brasileirao,Augusto,1.0,1.0,1.8,2.0,4,0,0.0,0.2,0.0,0.2,1.0,0.6
7,03-09-2020,4,Goiás - GO,brasileirao,Thiago Larghi,1.2,1.5,1.6,1.75,4,4,0.25,0.2,0.25,0.2,0.5,0.6
11,13-10-2020,8,Goiás - GO,brasileirao,Enderson Moreira,1.4,1.0,1.8,2.0,4,0,0.0,0.2,0.0,0.2,1.0,0.6
12,27-09-2020,9,Goiás - GO,brasileirao,Thiago Larghi,1.4,2.0,1.8,2.0,4,1,0.0,0.2,1.0,0.2,0.0,0.6
13,04-10-2020,9,Goiás - GO,brasileirao,Enderson Moreira,1.6,1.0,1.8,2.2,5,2,0.0,0.2,0.4,0.4,0.6,0.4
22,22-11-2020,15,Goiás - GO,brasileirao,Augusto,0.4,0.8,1.2,0.6,2,8,0.4,0.0,0.4,0.4,0.2,0.6
3,26-04-2022,1,Goiás - GO,brasileirao,Jair Ventura,1.0,1.2,1.4,1.2,5,7,0.4,0.2,0.2,0.4,0.4,0.4
1,29-07-2000,3,Fluminense RJ,brasileirao,Marcos Paquetá,1.2,1.2,1.0,0.8,8,8,0.4,0.4,0.4,0.4,0.2,0.2
1,01-08-2001,1,Fluminense RJ,brasileirao,Oswaldo de Oliveira,3.2,1.2,1.6,0.8,11,7,0.2,0.6,0.8,0.4,0.0,0.0
8,04-09-2002,8,Fluminense RJ,brasileirao,Renato Gaúcho,1.0,1.6,1.4,3.2,5,6,0.4,0.2,0.0,0.4,0.6,0.4
18,13-07-2003,22,Fluminense RJ,brasileirao,Gilson,1.6,0.5,1.8,3.0,6,0,0.0,0.4,0.0,0.0,1.0,0.6
20,19-07-2003,22,Fluminense RJ,brasileirao,Joel Santana,0.4,1.0,2.0,2.6,3,1,0.0,0.2,0.2,0.0,0.8,0.8
34,04-10-2003,33,Fluminense RJ,brasileirao,Renato Gaúcho,1.0,0.8,1.0,1.6,5,7,0.4,0.2,0.2,0.4,0.4,0.4
1,23-04-2004,1,Fluminense RJ,brasileirao,Ricardo Gomes,1.8,1.0,2.2,1.0,9,6,0.2,0.6,0.6,0.0,0.2,0.4
25,20-08-2004,32,Fluminense RJ,brasileirao,Alexandre Gama,1.6,1.6,1.6,1.2,5,10,0.6,0.2,0.2,0.4,0.2,0.4
1,24-04-2005,3,Fluminense RJ,brasileirao,Abel Braga,1.2,2.2,1.0,1.4,10,12,0.8,0.6,0.0,0.2,0.2,0.2
1,16-04-2006,3,Fluminense RJ,brasileirao,Oswaldo de Oliveira,0.8,1.2,2.8,0.8,0,10,0.6,0.0,0.2,0.0,0.2,1.0
19,24-08-2006,29,Fluminense RJ,brasileirao,Antônio Lopes,1.2,0.6,1.8,2.0,5,1,0.0,0.2,0.2,0.4,0.8,0.4
27,05-10-2006,34,Fluminense RJ,brasileirao,Gusmão,1.0,0.8,1.2,2.2,5,1,0.0,0.2,0.2,0.4,0.8,0.4
1,12-05-2007,1,Fluminense RJ,brasileirao,Renato Gaúcho,1.0,1.8,0.6,1.0,9,8,0.4,0.4,0.4,0.6,0.2,0.0
20,17-08-2008,19,Fluminense RJ,brasileirao,Cuca,1.4,1.4,2.2,0.8,3,9,0.4,0.2,0.6,0.0,0.0,0.8
29,11-10-2008,30,Fluminense RJ,brasileirao,René Simões,1.0,1.8,1.4,0.8,3,10,0.6,0.0,0.2,0.6,0.2,0.4
1,10-05-2009,3,Fluminense RJ,brasileirao,Carlos Alberto Parreira,1.4,0.8,0.8,1.0,8,8,0.4,0.4,0.4,0.4,0.2,0.2
11,16-07-2009,10,Fluminense RJ,brasileirao,Vinícius Eutrópio,0.8,1.5,1.6,4.0,2,0,0.0,0.0,0.0,0.4,1.0,0.6
13,24-07-2009,10,Fluminense RJ,brasileirao,Renato Gaúcho,1.0,1.4,2.6,1.2,1,4,0.2,0.0,0.2,0.2,0.6,0.8
23,06-09-2009,17,Fluminense RJ,brasileirao,Cuca,0.6,1.0,1.6,2.0,2,5,0.2,0.0,0.4,0.4,0.4,0.6
1,09-05-2010,0,Fluminense RJ,brasileirao,Muricy Ramalho,2.2,1.2,0.4,0.8,13,9,0.6,0.8,0.0,0.2,0.4,0.0
1,22-05-2011,0,Fluminense RJ,brasileirao,Enderson Moreira,1.8,0.6,0.6,1.2,13,6,0.4,0.8,0.0,0.2,0.6,0.0
7,01-07-2011,12,Fluminense RJ,brasileirao,Abel Braga,0.8,1.2,0.8,1.4,9,6,0.4,0.6,0.0,0.0,0.6,0.4
10,01-08-2013,12,Fluminense RJ,brasileirao,Vanderlei Luxemburgo,1.0,1.0,2.0,1.0,3,6,0.2,0.2,0.6,0.0,0.2,0.8
34,15-11-2013,39,Fluminense RJ,brasileirao,Dorival Júnior,0.6,1.6,1.4,1.0,1,10,0.6,0.0,0.2,0.2,0.2,0.8
1,19-04-2014,3,Fluminense RJ,brasileirao,Cristovão Borges,1.6,1.4,1.0,0.6,10,9,0.6,0.6,0.0,0.2,0.4,0.2
1,10-05-2015,3,Fluminense RJ,brasileirao,Ricardo Drubscky,2.0,1.0,2.0,2.0,7,3,0.5,0.4,0.0,0.2,0.5,0.4
3,24-05-2015,4,Fluminense RJ,brasileirao,Enderson Moreira,2.0,1.2,2.0,0.8,7,8,0.4,0.4,0.4,0.2,0.2,0.4
27,20-09-2015,34,Fluminense RJ,brasileirao,Eduardo Baptista,0.6,1.2,2.2,1.6,1,6,0.4,0.0,0.0,0.2,0.6,0.8
1,15-05-2016,3,Fluminense RJ,brasileirao,Lévir Culpi,1.2,1.0,1.4,1.0,4,8,0.4,0.2,0.4,0.2,0.2,0.6
35,15-11-2016,49,Fluminense RJ,brasileirao,Marcão,1.4,0.5,2.2,1.0,2,2,0.0,0.0,0.5,0.4,0.5,0.6
1,14-05-2017,3,Fluminense RJ,brasileirao,Abel Braga,0.8,2.0,1.6,1.6,2,10,0.6,0.0,0.2,0.4,0.2,0.6
13,20-07-2018,15,Fluminense RJ,brasileirao,Marcelo Oliveira,0.6,1.0,2.0,0.8,1,8,0.4,0.0,0.4,0.2,0.2,0.8
38,02-12-2018,45,Fluminense RJ,brasileirao,Fábio Moreno,0.0,1.0,1.4,0.0,2,3,1.0,0.0,0.0,0.4,0.0,0.6
1,29-04-2019,0,Fluminense RJ,brasileirao,Fernando Diniz,0.2,2.0,1.4,1.8,4,6,0.4,0.2,0.0,0.2,0.6,0.6
16,11-09-2019,12,Fluminense RJ,brasileirao,Oswaldo de Oliveira,1.0,0.4,1.6,1.4,3,6,0.4,0.2,0.0,0.0,0.6,0.8
21,27-09-2019,19,Fluminense RJ,brasileirao,Marcão,0.4,1.2,1.4,0.4,6,11,0.6,0.4,0.4,0.0,0.0,0.6
1,10-08-2020,0,Fluminense RJ,brasileirao,Odair Hellmann,1.0,1.0,0.4,1.0,11,7,0.4,0.6,0.2,0.4,0.4,0.0
25,14-12-2020,40,Fluminense RJ,brasileirao,Marcão,1.0,1.0,1.0,2.2,7,4,0.2,0.4,0.2,0.2,0.6,0.4
1,30-05-2021,1,Fluminense RJ,brasileirao,Roger,1.4,1.0,0.4,0.6,11,9,0.4,0.6,0.6,0.4,0.0,0.0
14,03-09-2021,18,Fluminense RJ,brasileirao,Marcão,0.6,1.0,0.6,1.0,7,1,0.0,0.4,1.0,0.2,0.0,0.4
15,08-08-2021,18,Fluminense RJ,brasileirao,Roger,0.6,1.0,0.8,2.5,5,0,0.0,0.2,0.0,0.4,1.0,0.4
17,24-08-2021,19,Fluminense RJ,brasileirao,Marcão,0.6,1.8,1.6,1.0,1,11,0.6,0.0,0.4,0.2,0.0,0.8
1,09-04-2022,1,Fluminense RJ,brasileirao,Abel Braga,1.4,0.75,0.8,1.0,9,4,0.25,0.6,0.25,0.0,0.5,0.4
5,08-05-2022,5,Fluminense RJ,brasileirao,Fernando Diniz,1.2,1.0,0.8,1.0,7,7,0.4,0.4,0.2,0.2,0.4,0.4
1,09-05-2010,3,Ceará - CE,brasileirao,Gusmão,0.8,1.0,2.2,0.0,1,3,1.0,0.0,0.0,0.2,0.0,0.8
2,16-05-2010,4,Ceará - CE,brasileirao,sin entrenador,0.6,1.0,1.4,1.0,4,1,0.0,0.2,1.0,0.2,0.0,0.6
3,23-05-2010,7,Ceará - CE,brasileirao,Gusmão,0.8,1.0,1.2,0.0,5,3,1.0,0.2,0.0,0.4,0.0,0.4
4,28-05-2010,8,Ceará - CE,brasileirao,sin entrenador,0.8,0.0,0.6,0.0,8,1,0.0,0.4,1.0,0.4,0.0,0.2
5,30-05-2010,11,Ceará - CE,brasileirao,Gusmão,0.8,1.5,0.6,0.0,8,6,1.0,0.4,0.0,0.4,0.0,0.2
7,06-06-2010,17,Ceará - CE,brasileirao,sin entrenador,1.0,1.0,0.2,0.0,11,3,1.0,0.6,0.0,0.4,0.0,0.0
8,15-07-2010,18,Ceará - CE,brasileirao,Estevam Soares,1.0,0.6,0.0,1.0,13,3,0.0,0.8,0.6,0.2,0.4,0.0
14,14-08-2010,21,Ceará - CE,brasileirao,Mário Sérgio,0.6,1.0,1.0,1.4,3,4,0.2,0.0,0.2,0.6,0.6,0.4
21,12-09-2010,28,Ceará - CE,brasileirao,Dimas,0.8,0.6,2.0,1.8,1,5,0.2,0.0,0.4,0.2,0.4,0.8
1,21-05-2011,0,Ceará - CE,brasileirao,Vágner Mancini,1.0,1.0,2.2,2.2,3,4,0.2,0.0,0.2,0.6,0.6,0.4
1,15-04-2018,0,Ceará - CE,brasileirao,Marcelo Chamusca,1.6,0.6,1.8,1.6,4,3,0.0,0.2,0.6,0.2,0.4,0.6
7,28-05-2018,3,Ceará - CE,brasileirao,Jorginho,0.8,0.0,1.6,1.3333333333333333,3,0,0.0,0.0,0.0,0.6,1.0,0.4
10,07-06-2018,4,Ceará - CE,brasileirao,Lisca,0.6,0.8,1.6,1.0,1,5,0.2,0.0,0.4,0.2,0.4,0.8
1,28-04-2019,3,Ceará - CE,brasileirao,Enderson Moreira,0.8,1.6,0.8,1.2,6,6,0.4,0.2,0.0,0.6,0.6,0.2
23,06-10-2019,23,Ceará - CE,brasileirao,Adilson Batista,0.6,1.0,1.0,1.2,3,6,0.4,0.0,0.0,0.6,0.6,0.4
36,30-11-2019,38,Ceará - CE,brasileirao,Argél,0.8,0.6666666666666666,1.4,1.0,4,2,0.0,0.2,0.6666666666666666,0.2,0.3333333333333333,0.6
1,09-08-2020,0,Ceará - CE,brasileirao,Guto Ferreira,0.8,1.0,1.6,1.8,3,4,0.2,0.0,0.2,0.6,0.6,0.4
19,21-10-2021,24,Ceará - CE,brasileirao,Tiago Nunes,1.0,0.6,1.4,1.0,5,5,0.2,0.2,0.4,0.4,0.4,0.4
1,10-04-2022,3,Ceará - CE,brasileirao,Dorival Júnior,0.8,1.0,1.0,1.4,5,6,0.4,0.2,0.0,0.4,0.6,0.4
11,12-06-2022,14,Ceará - CE,brasileirao,Marquinhos Santos,1.4,0.6,1.0,0.6,7,5,0.0,0.2,1.0,0.8,0.0,0.0
1,26-07-1998,1,Atlético Mineiro,brasileirao,Carlos Alberto,0.8,1.8,1.8,2.8,3,5,0.2,0.2,0.4,0.0,0.4,0.8
1,25-07-1999,0,Atlético Mineiro,brasileirao,Carlos Alberto Parreira,1.4,2.2,0.6,1.4,11,10,0.6,0.6,0.2,0.4,0.2,0.0
29,04-11-2000,24,Atlético Mineiro,brasileirao,Nedo Xavier,1.4,0.75,1.6,2.75,5,3,0.25,0.2,0.0,0.4,0.75,0.4
1,01-08-2001,1,Atlético Mineiro,brasileirao,Lévir Culpi,0.8,1.8,2.6,0.6,3,10,0.6,0.2,0.2,0.0,0.2,0.8
1,11-08-2002,0,Atlético Mineiro,brasileirao,Geninho,1.6,2.2,1.4,1.0,10,8,0.4,0.6,0.4,0.2,0.2,0.2
1,30-03-2003,3,Atlético Mineiro,brasileirao,Marcelo Oliveira,2.4,2.4,2.2,1.0,7,13,0.8,0.4,0.2,0.2,0.0,0.4
1,21-04-2004,1,Atlético Mineiro,brasileirao,Paulo Bonamigo,1.4,1.2,1.0,1.4,9,4,0.0,0.6,0.8,0.0,0.2,0.4
17,21-07-2004,17,Atlético Mineiro,brasileirao,Jair Picerni,1.2,1.6,1.4,1.2,5,7,0.4,0.2,0.2,0.4,0.4,0.4
35,08-10-2004,39,Atlético Mineiro,brasileirao,Mário Sérgio,0.8,1.8,2.0,2.2,5,7,0.4,0.2,0.2,0.4,0.4,0.4
44,04-12-2004,47,Atlético Mineiro,brasileirao,Procópio Cardoso,1.8,1.3333333333333333,1.4,0.0,4,7,0.6666666666666666,0.2,0.3333333333333333,0.2,0.0,0.6
1,23-04-2005,3,Atlético Mineiro,brasileirao,Tite,1.0,1.6,0.6,2.0,7,4,0.2,0.4,0.2,0.2,0.6,0.4
17,04-08-2005,13,Atlético Mineiro,brasileirao,Marco Aurélio,1.4,1.2,1.6,1.6,4,4,0.2,0.2,0.2,0.2,0.6,0.6
34,27-10-2005,33,Atlético Mineiro,brasileirao,Lori Sandri,0.6,1.6,1.6,2.0,3,4,0.2,0.2,0.2,0.0,0.6,0.8
14,27-07-2007,19,Atlético Mineiro,brasileirao,Émerson Leão,1.0,2.2,1.8,1.4,4,9,0.6,0.2,0.0,0.2,0.4,0.6
1,11-05-2008,1,Atlético Mineiro,brasileirao,Geninho,2.6,0.0,1.0,0.0,11,1,0.0,0.6,1.0,0.4,0.0,0.0
2,18-05-2008,2,Atlético Mineiro,brasileirao,Émerson Leão,2.6,1.0,1.0,1.0,11,1,0.0,0.6,1.0,0.4,0.0,0.0
3,25-05-2008,3,Atlético Mineiro,brasileirao,Alexandre Gallo,2.4,1.8,0.8,2.0,11,7,0.4,0.6,0.2,0.4,0.4,0.0
1,09-05-2009,1,Atlético Mineiro,brasileirao,Celso Roth,1.0,2.2,1.2,1.0,7,11,0.6,0.4,0.4,0.2,0.0,0.4
1,09-05-2010,3,Atlético Mineiro,brasileirao,Vanderlei Luxemburgo,0.6,1.8,2.4,2.6,0,6,0.4,0.0,0.0,0.0,0.6,1.0
25,26-09-2010,21,Atlético Mineiro,brasileirao,Dorival Júnior,1.2,1.2,2.2,1.2,4,7,0.4,0.2,0.2,0.2,0.4,0.6
16,14-08-2011,15,Atlético Mineiro,brasileirao,Cuca,1.4,1.0,1.8,2.2,4,3,0.2,0.2,0.0,0.2,0.8,0.6
1,20-04-2014,1,Atlético Mineiro,brasileirao,Paulo Autuori,2.0,0.0,1.6,0.0,8,1,0.0,0.4,1.0,0.4,0.0,0.2
2,27-04-2014,1,Atlético Mineiro,brasileirao,Lévir Culpi,1.6,1.6,1.4,1.4,6,9,0.6,0.2,0.0,0.6,0.4,0.2
37,29-11-2015,66,Atlético Mineiro,brasileirao,Diogo Giacomini,1.4,2.0,2.0,1.0,7,3,0.5,0.4,0.0,0.2,0.5,0.4
1,14-05-2016,3,Atlético Mineiro,brasileirao,Diego Aguirre,1.8,1.0,1.6,0.0,7,3,1.0,0.4,0.0,0.2,0.0,0.4
2,22-05-2016,4,Atlético Mineiro,brasileirao,Marcelo Oliveira,1.8,1.4,1.6,2.0,7,4,0.0,0.4,0.8,0.2,0.2,0.4
37,27-11-2016,62,Atlético Mineiro,brasileirao,Diogo Giacomini,1.8,1.0,1.6,2.0,6,0,0.0,0.2,0.0,0.6,1.0,0.2
1,13-05-2017,1,Atlético Mineiro,brasileirao,Roger,1.4,1.0,2.0,1.0,3,6,0.2,0.0,0.6,0.6,0.2,0.4
16,24-07-2017,20,Atlético Mineiro,brasileirao,Rogério Micale,1.2,1.0,1.2,1.2,7,6,0.4,0.4,0.0,0.2,0.6,0.4
25,25-09-2017,31,Atlético Mineiro,brasileirao,Oswaldo de Oliveira,1.4,1.4,1.0,1.4,8,7,0.4,0.4,0.2,0.4,0.4,0.2
1,15-04-2018,0,Atlético Mineiro,brasileirao,Thiago Larghi,2.4,1.6,1.6,1.2,9,10,0.6,0.4,0.2,0.6,0.2,0.0
30,21-10-2018,46,Atlético Mineiro,brasileirao,Lévir Culpi,1.2,0.6,1.0,1.0,5,4,0.2,0.2,0.2,0.4,0.6,0.4
1,28-04-2019,3,Atlético Mineiro,brasileirao,Rodrigo Santana,1.4,1.6,0.8,1.2,12,12,0.8,0.8,0.0,0.0,0.2,0.2
25,14-10-2019,31,Atlético Mineiro,brasileirao,Vágner Mancini,1.0,1.0,1.6,2.0,4,4,0.2,0.2,0.2,0.2,0.6,0.6
1,09-08-2020,3,Atlético Mineiro,brasileirao,Jorge Sampaoli,1.2,1.4,1.0,1.0,7,9,0.6,0.4,0.0,0.2,0.4,0.4
1,30-05-2021,0,Atlético Mineiro,brasileirao,Cuca,1.2,1.0,0.8,0.6,8,10,0.6,0.4,0.2,0.4,0.2,0.2
1,10-04-2022,3,Atlético Mineiro,brasileirao,Marcos Valadares,2.6,1.6,2.0,1.2,10,8,0.4,0.6,0.4,0.2,0.2,0.2
15,02-07-2022,27,Atlético Mineiro,brasileirao,Antonio Mohamed,1.8,1.0,1.6,0.3333333333333333,8,7,0.6666666666666666,0.4,0.3333333333333333,0.4,0.0,0.2
18,22-07-2022,32,Atlético Mineiro,brasileirao,Cuca,1.6,1.0,0.6,1.8,13,4,0.2,0.8,0.2,0.2,0.6,0.0
1,30-03-2003,1,Juventude - RS,brasileirao,Cristovão Borges,1.0,1.2,2.2,1.6,4,5,0.2,0.2,0.4,0.2,0.4,0.6
1,21-04-2004,0,Juventude - RS,brasileirao,Ivo Wortmann,1.2,1.4,1.4,1.2,6,4,0.2,0.4,0.2,0.0,0.6,0.6
12,17-07-2005,19,Juventude - RS,brasileirao,Dorival Júnior,1.0,3.0,1.4,4.0,5,3,0.5,0.2,0.0,0.4,0.5,0.4
14,20-10-2005,23,Juventude - RS,brasileirao,Hélio dos Anjos,1.8,2.0,2.4,2.0,7,1,0.0,0.4,1.0,0.2,0.0,0.4
15,28-07-2005,23,Juventude - RS,brasileirao,Dorival Júnior,2.0,0.0,2.2,2.0,8,0,0.0,0.4,0.0,0.4,1.0,0.2
16,31-07-2005,26,Juventude - RS,brasileirao,Valteir Gomes,2.0,2.0,2.6,1.0,7,3,1.0,0.4,0.0,0.2,0.0,0.4
17,04-08-2005,27,Juventude - RS,brasileirao,Sebastião Lazaroni,2.0,0.6666666666666666,2.6,1.3333333333333333,7,1,0.0,0.4,0.3333333333333333,0.2,0.6666666666666666,0.4
20,12-10-2005,27,Juventude - RS,brasileirao,Valteir Gomes,0.8,3.0,1.4,4.0,4,0,0.0,0.2,0.0,0.2,1.0,0.6
21,20-08-2005,27,Juventude - RS,brasileirao,Sebastião Lazaroni,1.4,1.6,1.8,1.8,4,7,0.4,0.2,0.2,0.2,0.4,0.6
31,08-10-2005,39,Juventude - RS,brasileirao,Valteir Gomes,0.4,1.5,1.6,1.0,2,3,0.5,0.0,0.0,0.4,0.5,0.6
33,22-10-2005,42,Juventude - RS,brasileirao,Hélio dos Anjos,1.0,2.0,1.4,2.0,4,7,0.4,0.2,0.2,0.2,0.4,0.6
11,13-07-2006,14,Juventude - RS,brasileirao,Ivo Wortmann,1.2,1.4,0.8,1.4,7,6,0.4,0.4,0.0,0.2,0.6,0.4
2,19-05-2007,0,Juventude - RS,brasileirao,Flávio Campos,1.8,1.6,2.2,1.8,5,6,0.4,0.2,0.0,0.4,0.6,0.4
1,30-05-2021,1,Juventude - RS,brasileirao,Marquinhos Santos,1.6,0.6,1.6,1.6,9,5,0.2,0.6,0.4,0.0,0.4,0.4
28,23-10-2021,29,Juventude - RS,brasileirao,Jair Ventura,1.2,1.0,2.2,0.4,2,9,0.4,0.0,0.6,0.4,0.0,0.6
2,17-04-2022,1,Juventude - RS,brasileirao,Eduardo Baptista,1.0,1.0,1.2,1.6,7,5,0.2,0.4,0.4,0.2,0.4,0.4
14,26-06-2022,11,Juventude - RS,brasileirao,Umberto Louzer,0.8,0.6,2.0,1.6,3,3,0.0,0.2,0.6,0.0,0.4,0.8
1,11-08-2002,0,Athletico Paranaense,brasileirao,Valdir Espinosa,1.8,1.8,2.2,0.8,7,10,0.6,0.4,0.2,0.2,0.2,0.4
1,29-03-2003,3,Athletico Paranaense,brasileirao,Vadão,2.0,0.8,1.8,1.4,7,4,0.2,0.4,0.2,0.2,0.6,0.4
1,23-04-2004,0,Athletico Paranaense,brasileirao,Julio Piza,2.6,0.0,1.6,2.0,11,0,0.0,0.6,0.0,0.4,1.0,0.0
3,29-04-2004,3,Athletico Paranaense,brasileirao,Lévir Culpi,1.4,2.0,1.8,0.2,5,11,0.6,0.2,0.4,0.4,0.0,0.4
1,24-04-2005,0,Athletico Paranaense,brasileirao,Edinho,2.4,0.3333333333333333,1.8,1.3333333333333333,8,0,0.0,0.4,0.0,0.4,1.0,0.2
4,15-05-2005,0,Athletico Paranaense,brasileirao,Borba Filho,0.4,1.0,1.2,2.5,1,0,0.0,0.0,0.0,0.2,1.0,0.8
6,29-05-2005,0,Athletico Paranaense,brasileirao,Antônio Lopes,0.6,0.4,1.8,1.0,0,3,0.0,0.0,0.6,0.0,0.4,1.0
29,02-10-2005,36,Athletico Paranaense,brasileirao,Evaristo,1.4,2.8,2.0,0.4,4,15,1.0,0.2,0.0,0.2,0.0,0.6
1,16-04-2006,0,Athletico Paranaense,brasileirao,Givanildo Oliveira,2.0,1.6,2.4,1.4,7,6,0.4,0.4,0.0,0.2,0.6,0.4
13,23-07-2006,14,Athletico Paranaense,brasileirao,Vadão,1.0,0.6,0.6,1.2,8,4,0.2,0.4,0.2,0.4,0.6,0.2
6,17-06-2007,8,Athletico Paranaense,brasileirao,Antônio Lopes,1.8,1.2,1.8,1.2,7,6,0.2,0.4,0.6,0.2,0.2,0.4
1,11-05-2008,3,Athletico Paranaense,brasileirao,Ney Franco,1.2,1.0,1.0,0.5,8,4,0.5,0.4,0.5,0.4,0.0,0.2
3,25-05-2008,5,Athletico Paranaense,brasileirao,Roberto Fernandes,0.8,1.2,0.8,1.2,8,4,0.2,0.4,0.2,0.4,0.6,0.2
25,13-09-2008,26,Athletico Paranaense,brasileirao,Geninho,1.4,0.8,2.6,1.6,3,5,0.2,0.2,0.4,0.0,0.4,0.8
6,13-06-2009,4,Athletico Paranaense,brasileirao,Waldemar Lemos,1.0,1.6,2.6,1.6,1,10,0.6,0.0,0.2,0.2,0.2,0.8
15,30-07-2009,12,Athletico Paranaense,brasileirao,Antônio Lopes,0.8,1.4,1.4,0.6,4,12,0.8,0.2,0.0,0.2,0.2,0.6
1,09-05-2010,0,Athletico Paranaense,brasileirao,Leandro Niehues,1.2,1.4,0.6,2.4,8,4,0.2,0.4,0.2,0.4,0.6,0.2
6,03-06-2010,7,Athletico Paranaense,brasileirao,Carpegiani,1.4,1.2,2.4,1.6,4,6,0.4,0.2,0.0,0.2,0.6,0.6
28,07-10-2010,43,Athletico Paranaense,brasileirao,Sérgio Soares,1.0,1.0,0.4,1.4,11,5,0.2,0.6,0.4,0.4,0.4,0.0
1,21-05-2011,0,Athletico Paranaense,brasileirao,Adilson Batista,1.2,0.2,1.0,1.6,10,1,0.0,0.6,0.2,0.2,0.8,0.2
8,07-07-2011,1,Athletico Paranaense,brasileirao,Renato Gaúcho,0.4,0.8,1.8,1.2,1,4,0.2,0.0,0.2,0.2,0.6,0.8
1,26-05-2013,0,Athletico Paranaense,brasileirao,Ricardo Drubscky,1.0,2.2,1.0,2.4,7,5,0.2,0.4,0.4,0.2,0.4,0.4
7,14-07-2013,6,Athletico Paranaense,brasileirao,Alberto Valentim,2.2,0.0,2.2,1.0,6,0,0.0,0.2,0.0,0.6,1.0,0.2
8,21-07-2013,7,Athletico Paranaense,brasileirao,Vágner Mancini,1.8,1.8,2.0,0.8,5,13,0.8,0.2,0.2,0.4,0.0,0.4
1,20-04-2014,3,Athletico Paranaense,brasileirao,Portugal,2.6,1.4,2.0,1.6,6,5,0.2,0.4,0.4,0.0,0.4,0.6
1,10-05-2015,3,Athletico Paranaense,brasileirao,Milton Mendes,1.0,1.4,0.8,0.6,8,12,0.8,0.4,0.0,0.4,0.2,0.2
29,04-10-2015,38,Athletico Paranaense,brasileirao,Sérgio Vieira,0.6,0.0,1.8,1.0,1,0,0.0,0.0,0.0,0.2,1.0,0.8
30,15-10-2015,39,Athletico Paranaense,brasileirao,Cristovão Borges,0.4,1.2,1.8,1.4,0,8,0.4,0.0,0.4,0.0,0.2,1.0
1,14-05-2016,0,Athletico Paranaense,brasileirao,Paulo Autuori,1.8,0.8,1.8,1.8,8,4,0.2,0.4,0.2,0.4,0.6,0.2
3,28-05-2017,1,Athletico Paranaense,brasileirao,Eduardo Baptista,0.8,0.6,1.6,1.0,5,5,0.2,0.2,0.4,0.4,0.4,0.4
13,13-07-2017,15,Athletico Paranaense,brasileirao,Fabiano,1.4,0.6,0.6,1.2,10,5,0.2,0.6,0.4,0.2,0.4,0.2
1,16-04-2018,3,Athletico Paranaense,brasileirao,Fernando Diniz,1.6,1.4,0.8,1.2,9,5,0.2,0.6,0.4,0.0,0.4,0.4
13,20-07-2018,10,Athletico Paranaense,brasileirao,Tiago Nunes,0.6,1.6,1.4,0.8,3,8,0.4,0.2,0.4,0.0,0.2,0.8
31,07-11-2019,47,Athletico Paranaense,brasileirao,Eduardo Barros,1.8,1.0,0.8,0.0,11,13,0.8,0.6,0.2,0.4,0.0,0.0
1,09-08-2020,3,Athletico Paranaense,brasileirao,Dorival Júnior,1.0,1.0,0.2,1.2,11,6,0.4,0.6,0.0,0.4,0.6,0.0
6,18-11-2020,9,Athletico Paranaense,brasileirao,Eduardo Barros,1.0,1.0,1.2,0.6,6,8,0.4,0.4,0.4,0.0,0.2,0.6
