jornada,fecha,puntos_actuales,equipo,liga,entrenador_nuevo,promedio_goles_hechos_antes_de_cambio_entrenador_1_5,promedio_goles_hechos_despues_de_cambio_entrenador_1_5,promedio_goles_recibidos_antes_de_cambio_entrenador_1_5,promedio_goles_recibidos_despues_de_cambio_entrenador_1_5,puntos_hechos_antes_de_cambio_entrenador_1_5,puntos_hechos_despues_de_cambio_entrenador_1_5,porcentaje_victorias_despues_de_cambio_entrenador_1_5,porcentaje_victorias_antes_de_cambio_entrenador_1_5,porcentaje_empates_despues_de_cambio_entrenador_1_5,porcentaje_empates_antes_de_cambio_entrenador_1_5,porcentaje_derrotas_despues_de_cambio_entrenador_1_5,porcentaje_derrotas_antes_de_cambio_entrenador_1_5
6,16-05-2004,5,Guarani - SP,brasileirao,Zetti,0.8,0.8,1.0,1.0,5,7,0.4,0.2,0.2,0.4,0.4,0.4
19,29-07-2004,19,Guarani - SP,brasileirao,Lori Sandri,1.0,0.6,2.0,0.8,3,6,0.2,0.2,0.6,0.0,0.2,0.8
28,03-09-2004,25,Guarani - SP,brasileirao,Agnaldo,1.0,0.8,1.6,1.0,4,5,0.2,0.0,0.4,0.8,0.4,0.2
1,09-05-2010,3,Guarani - SP,brasileirao,Vágner Mancini,1.6,1.2,1.2,1.4,9,6,0.2,0.6,0.6,0.0,0.2,0.4
19,16-08-2009,28,Grêmio Barueri - SP,brasileirao,Diego Cerri,1.8,1.0,1.4,1.6,6,5,0.2,0.4,0.4,0.0,0.4,0.6
32,29-10-2009,44,Grêmio Barueri - SP,brasileirao,Goiano,0.8,1.4,1.0,0.8,5,7,0.4,0.2,0.2,0.4,0.4,0.4
15,30-07-2009,18,Santo André - SP,brasileirao,Alexandre Gallo,0.8,0.6,1.2,1.6,6,1,0.0,0.4,0.2,0.0,0.8,0.6
24,13-09-2009,24,Santo André - SP,brasileirao,Sérgio Soares,0.8,0.6,1.6,0.8,6,5,0.2,0.4,0.4,0.0,0.4,0.6
7,22-06-2008,5,Ipatinga FC,brasileirao,Ricardo Drubscky,1.0,1.2,1.8,2.2,5,2,0.0,0.2,0.4,0.4,0.6,0.4
21,21-08-2008,17,Ipatinga FC,brasileirao,Márcio Bittencourt,0.8,1.0,2.4,1.0,3,8,0.4,0.2,0.4,0.0,0.2,0.8
32,29-10-2008,28,Ipatinga FC,brasileirao,Enderson Moreira,1.0,1.0,1.8,1.6,4,6,0.4,0.2,0.0,0.2,0.6,0.6
1,13-05-2007,0,América - RN,brasileirao,Lori Sandri,1.6,0.8,1.4,1.8,5,3,0.2,0.2,0.0,0.4,0.8,0.4
1,10-08-2002,0,São Caetano - SP,brasileirao,Mário Sérgio,2.2,1.8,0.6,1.0,15,9,0.6,1.0,0.0,0.0,0.4,0.0
21,24-07-2003,30,São Caetano - SP,brasileirao,Nelsinho Baptista,0.4,1.0,1.0,0.0,3,4,0.5,0.0,0.5,0.6,0.0,0.4
23,02-08-2003,32,São Caetano - SP,brasileirao,Tite,0.6,1.4,0.8,0.4,5,10,0.6,0.2,0.2,0.4,0.2,0.4
1,21-04-2004,3,São Caetano - SP,brasileirao,Muricy Ramalho,2.4,1.8,1.0,0.4,9,11,0.6,0.6,0.4,0.0,0.0,0.4
18,24-07-2004,26,São Caetano - SP,brasileirao,Péricles Chamusca,0.2,0.8,0.4,1.0,5,9,0.6,0.2,0.0,0.4,0.4,0.4
1,23-04-2005,1,São Caetano - SP,brasileirao,Estevam Soares,0.8,1.4,2.6,1.2,3,8,0.4,0.2,0.4,0.0,0.2,0.8
14,23-07-2005,24,São Caetano - SP,brasileirao,Jair Picerni,1.2,1.2,1.4,1.0,7,7,0.4,0.4,0.2,0.2,0.4,0.4
1,16-04-2006,3,São Caetano - SP,brasileirao,Nelsinho Baptista,1.6,1.0,1.4,1.6,8,6,0.4,0.4,0.0,0.4,0.6,0.2
10,03-06-2006,11,São Caetano - SP,brasileirao,Émerson Leão,0.8,1.4,1.4,1.0,4,7,0.2,0.2,0.8,0.2,0.0,0.6
17,17-08-2006,24,São Caetano - SP,brasileirao,Dino Camargo,1.6,2.0,0.8,1.0,9,3,1.0,0.4,0.0,0.6,0.0,0.0
18,20-08-2006,24,São Caetano - SP,brasileirao,Gusmão,1.6,0.5,1.0,1.75,9,1,0.0,0.4,0.25,0.6,0.75,0.0
22,03-09-2006,26,São Caetano - SP,brasileirao,Dino Camargo,0.8,0.0,1.6,0.0,4,1,0.0,0.2,1.0,0.2,0.0,0.6
23,09-09-2006,26,São Caetano - SP,brasileirao,Hélio dos Anjos,0.4,0.6,1.4,2.0,2,0,0.0,0.0,0.0,0.4,1.0,0.6
30,22-10-2006,26,São Caetano - SP,brasileirao,Dorival Júnior,0.4,1.4,1.8,1.2,0,7,0.4,0.0,0.2,0.0,0.4,1.0
1,30-03-2003,1,Paysandu - PA,brasileirao,Givanildo Oliveira,1.2,2.0,1.4,3.0,7,5,0.2,0.4,0.4,0.2,0.4,0.4
24,15-08-2004,23,Paysandu - PA,brasileirao,Adilson Batista,0.8,1.4,2.0,1.0,5,10,0.6,0.2,0.2,0.4,0.2,0.4
42,21-11-2004,48,Paysandu - PA,brasileirao,Vágner Benazzi,1.0,1.4,1.4,1.0,5,8,0.4,0.2,0.4,0.4,0.2,0.4
1,24-04-2005,0,Paysandu - PA,brasileirao,Paulo Campos,1.4,1.0,1.0,2.4,8,3,0.2,0.4,0.0,0.4,0.8,0.2
12,20-10-2005,14,Paysandu - PA,brasileirao,Carlos Alberto,1.8,4.0,2.2,1.0,5,3,1.0,0.2,0.0,0.4,0.0,0.4
13,22-07-2005,14,Paysandu - PA,brasileirao,Sinomar Naves,2.2,1.5,2.0,2.5,7,0,0.0,0.4,0.0,0.2,1.0,0.4
15,29-07-2005,15,Paysandu - PA,brasileirao,Gilson Kleina,1.8,1.0,2.2,2.0,3,2,0.0,0.2,0.4,0.0,0.6,0.8
31,12-10-2005,32,Paysandu - PA,brasileirao,Carlos Alberto,2.2,1.4,2.8,1.8,6,6,0.4,0.4,0.0,0.0,0.6,0.6
10,03-07-2005,12,Brasiliense - DF,brasileirao,Joel Santana,1.4,2.0,2.2,1.6,6,8,0.4,0.4,0.4,0.0,0.2,0.6
25,25-10-2005,29,Brasiliense - DF,brasileirao,Márcio Bittencourt,2.0,1.0,1.4,1.0,7,1,0.0,0.4,1.0,0.2,0.0,0.4
26,18-09-2005,29,Brasiliense - DF,brasileirao,Joel Santana,1.8,1.2,1.2,2.6,7,1,0.0,0.4,0.2,0.2,0.8,0.4
34,28-10-2005,36,Brasiliense - DF,brasileirao,Márcio Bittencourt,1.2,0.8,2.4,1.0,3,5,0.2,0.2,0.4,0.0,0.4,0.8
1,11-08-2002,0,Gama - DF,brasileirao,Hélio dos Anjos,2.6,0.6,1.2,0.8,9,6,0.4,0.6,0.0,0.0,0.6,0.4
11,14-09-2021,11,Central Córdoba SdE,primera_division_argentina,Sergio Rondina,1.0,1.0,1.6,1.6,3,3,0.2,0.0,0.0,0.6,0.8,0.4
7,10-07-2022,8,Central Córdoba SdE,primera_division_argentina,Adrián Adrover,1.0,1.0,1.2,2.3333333333333335,6,1,0.0,0.4,0.3333333333333333,0.0,0.6666666666666666,0.6
10,24-07-2022,8,Central Córdoba SdE,primera_division_argentina,Abel Balbo,1.2,1.6,1.8,0.8,4,9,0.6,0.2,0.0,0.2,0.4,0.6
1,03-09-2005,1,Arsenal de Sarandí,primera_division_argentina,José Bianco,2.0,1.0,1.6,1.4,7,5,0.2,0.4,0.4,0.2,0.4,0.4
11,26-03-2006,13,Arsenal de Sarandí,primera_division_argentina,Luis de Luise,1.0,1.0,2.0,0.6666666666666666,4,4,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.6
14,08-04-2006,17,Arsenal de Sarandí,primera_division_argentina,Miguel López,1.2,0.4,1.6,1.2,5,3,0.0,0.2,0.6,0.4,0.4,0.4
1,05-08-2006,3,Arsenal de Sarandí,primera_division_argentina,Gustavo Alfaro,0.8,1.2,1.2,1.0,5,7,0.4,0.2,0.2,0.4,0.4,0.4
1,09-08-2008,3,Arsenal de Sarandí,primera_division_argentina,Daniel Garnero,0.6,1.6,1.6,1.4,4,7,0.4,0.2,0.2,0.2,0.4,0.6
12,03-05-2009,12,Arsenal de Sarandí,primera_division_argentina,José Rizzo,0.6,1.0,1.4,4.0,3,0,0.0,0.0,0.0,0.6,1.0,0.4
13,09-05-2009,13,Arsenal de Sarandí,primera_division_argentina,Jorge Burruchaga,0.8,1.2,1.8,1.0,3,5,0.2,0.0,0.4,0.6,0.4,0.4
18,09-05-2010,19,Arsenal de Sarandí,primera_division_argentina,Carlos Ruiz,0.6,1.0,2.6,1.5,1,1,0.0,0.0,0.5,0.2,0.5,0.8
1,07-08-2010,0,Arsenal de Sarandí,primera_division_argentina,Gustavo Alfaro,1.0,1.6,2.2,0.8,2,12,0.8,0.0,0.0,0.4,0.2,0.6
14,17-04-2014,11,Arsenal de Sarandí,primera_division_argentina,Martín Palermo,0.4,1.8,1.4,1.6,3,8,0.4,0.2,0.4,0.0,0.2,0.8
1,03-08-2013,1,Arsenal de Sarandí,primera_division_argentina,Gustavo Alfaro,1.8,1.2,1.8,0.4,7,9,0.4,0.4,0.6,0.2,0.0,0.4
1,11-08-2014,3,Arsenal de Sarandí,primera_division_argentina,Martín Palermo,1.2,1.0,2.0,0.8,5,9,0.6,0.2,0.0,0.4,0.4,0.4
7,25-04-2015,3,Arsenal de Sarandí,primera_division_argentina,Roberto González,0.8,0.0,1.8,3.0,3,0,0.0,0.0,0.0,0.6,1.0,0.4
8,05-04-2015,3,Arsenal de Sarandí,primera_division_argentina,Martín Palermo,0.8,1.3333333333333333,2.2,1.3333333333333333,3,3,0.3333333333333333,0.0,0.0,0.6,0.6666666666666666,0.4
11,04-05-2015,6,Arsenal de Sarandí,primera_division_argentina,Roberto González,0.8,0.0,2.2,1.5,3,0,0.0,0.2,0.0,0.0,1.0,0.8
13,23-05-2015,7,Arsenal de Sarandí,primera_division_argentina,Ricardo Caruso Lombardi,0.8,0.4,1.4,1.0,3,5,0.2,0.2,0.4,0.0,0.4,0.8
1,07-02-2016,0,Arsenal de Sarandí,primera_division_argentina,Sergio Rondina,1.0,1.4,1.2,1.0,7,7,0.4,0.4,0.2,0.2,0.4,0.4
10,19-11-2016,3,Arsenal de Sarandí,primera_division_argentina,Lucas Bernardi,0.6,0.6,2.4,1.2,1,5,0.2,0.0,0.4,0.2,0.4,0.8
15,11-03-2017,8,Arsenal de Sarandí,primera_division_argentina,Humberto Grondona,0.6,0.8,1.2,2.2,5,0,0.0,0.2,0.0,0.4,1.0,0.4
13,27-01-2018,5,Arsenal de Sarandí,primera_division_argentina,Sergio Rondina,0.2,0.6,1.0,1.0,2,3,0.0,0.0,0.6,0.4,0.4,0.6
7,21-08-2021,5,Arsenal de Sarandí,primera_division_argentina,Israel Damonte,0.8,0.0,2.0,1.4,4,3,0.0,0.2,0.6,0.2,0.4,0.6
22,25-11-2021,19,Arsenal de Sarandí,primera_division_argentina,Darío Espínola,1.0,0.25,1.4,1.75,6,2,0.0,0.4,0.5,0.0,0.5,0.6
1,06-06-2022,0,Arsenal de Sarandí,primera_division_argentina,Leonardo Madelón,0.8,1.2,1.6,1.4,5,4,0.0,0.2,0.8,0.4,0.2,0.4
25,23-01-1987,42,San Lorenzo,primera_division_argentina,Bora Milutinović,1.2,0.8,0.8,0.6,10,7,0.2,0.6,0.8,0.2,0.0,0.2
1,30-08-1987,1,San Lorenzo,primera_division_argentina,Héctor Veira,2.2,1.2,2.2,0.4,6,11,0.6,0.4,0.4,0.0,0.0,0.6
1,18-09-1991,1,San Lorenzo,primera_division_argentina,Fernando Areán,2.0,0.4,1.4,0.4,11,5,0.0,0.6,1.0,0.4,0.0,0.0
7,03-04-1992,3,San Lorenzo,primera_division_argentina,Juan Carlos Carotti,0.2,1.2,1.4,1.6,3,5,0.2,0.2,0.4,0.0,0.4,0.8
16,14-06-1992,13,San Lorenzo,primera_division_argentina,Ricardo Calabria,1.0,0.3333333333333333,1.6,1.0,2,4,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3333333333333333,0.6
19,05-07-1992,15,San Lorenzo,primera_division_argentina,Héctor Veira,0.6,1.0,1.2,1.0,5,6,0.2,0.2,0.6,0.4,0.2,0.4
1,18-02-1998,0,San Lorenzo,primera_division_argentina,Victorio Cocco,2.4,1.8,1.6,1.4,8,6,0.4,0.4,0.0,0.4,0.6,0.2
1,07-03-1999,3,San Lorenzo,primera_division_argentina,Óscar Ruggeri,2.0,2.0,2.0,1.0,5,11,0.6,0.2,0.4,0.4,0.0,0.4
1,11-02-2001,1,San Lorenzo,primera_division_argentina,Víctor Doria,1.4,2.0,0.6,1.5,8,4,0.5,0.4,0.5,0.4,0.0,0.2
3,18-02-2001,4,San Lorenzo,primera_division_argentina,Manuel Pellegrini,1.2,1.8,1.0,1.4,8,10,0.6,0.4,0.2,0.4,0.2,0.2
1,28-07-2002,0,San Lorenzo,primera_division_argentina,Rubén Insúa,1.0,1.2,2.0,1.4,5,7,0.4,0.2,0.2,0.4,0.4,0.4
1,03-08-2003,0,San Lorenzo,primera_division_argentina,Néstor Gorosito,1.8,1.2,1.4,1.0,10,5,0.2,0.6,0.4,0.2,0.4,0.2
4,29-08-2004,5,San Lorenzo,primera_division_argentina,Gabriel Rodríguez,1.0,2.0,1.2,2.0,7,1,0.0,0.4,1.0,0.2,0.0,0.4
5,12-09-2004,8,San Lorenzo,primera_division_argentina,Héctor Veira,1.4,1.6,1.2,1.2,8,9,0.6,0.4,0.0,0.4,0.4,0.2
11,30-04-2005,6,San Lorenzo,primera_division_argentina,Gabriel Rodríguez,0.6,1.4,1.6,1.0,2,8,0.4,0.0,0.4,0.4,0.2,0.6
1,06-08-2005,3,San Lorenzo,primera_division_argentina,Gustavo Alfaro,1.6,1.8,1.0,1.2,10,11,0.6,0.6,0.4,0.2,0.0,0.2
4,11-02-2006,4,San Lorenzo,primera_division_argentina,Fernando Berón,1.0,2.0,1.8,0.0,4,3,1.0,0.2,0.0,0.2,0.0,0.6
5,19-02-2006,7,San Lorenzo,primera_division_argentina,Óscar Ruggeri,1.2,0.8,1.0,0.8,7,8,0.4,0.4,0.4,0.2,0.2,0.4
16,22-02-2007,26,San Lorenzo,primera_division_argentina,Ramón Díaz,1.6,1.0,2.0,0.0,7,3,1.0,0.4,0.0,0.2,0.0,0.4
17,25-11-2006,27,San Lorenzo,primera_division_argentina,Óscar Ruggeri,1.2,1.3333333333333333,2.0,2.0,7,2,0.0,0.4,0.6666666666666666,0.2,0.3333333333333333,0.4
1,11-02-2007,3,San Lorenzo,primera_division_argentina,Ramón Díaz,1.4,1.8,1.4,0.6,8,13,0.8,0.4,0.2,0.4,0.0,0.2
18,08-06-2008,34,San Lorenzo,primera_division_argentina,Norberto Batista,1.2,2.5,1.2,2.0,7,4,0.5,0.4,0.5,0.2,0.0,0.4
1,10-08-2008,0,San Lorenzo,primera_division_argentina,Miguel Russo,1.8,1.4,1.6,0.6,8,10,0.6,0.4,0.2,0.4,0.2,0.2
9,12-04-2009,10,San Lorenzo,primera_division_argentina,Alberto Fanesi,2.0,0.0,1.8,1.0,7,0,0.0,0.4,0.0,0.2,1.0,0.4
10,20-04-2009,10,San Lorenzo,primera_division_argentina,Diego Simeone,1.0,1.4,1.8,1.2,4,8,0.4,0.2,0.4,0.2,0.2,0.6
13,08-04-2010,11,San Lorenzo,primera_division_argentina,Sebastián Méndez,1.0,1.0,1.2,1.2,4,6,0.4,0.2,0.0,0.2,0.6,0.6
1,08-08-2010,1,San Lorenzo,primera_division_argentina,Ramón Díaz,1.6,1.8,1.6,1.0,6,11,0.6,0.4,0.4,0.0,0.0,0.6
12,30-04-2011,18,San Lorenzo,primera_division_argentina,Miguel Tojo,0.6,1.4,0.8,1.0,5,6,0.2,0.2,0.6,0.4,0.2,0.4
1,07-08-2011,0,San Lorenzo,primera_division_argentina,Omar Asad,0.6,1.2,1.0,0.8,4,7,0.4,0.0,0.2,0.8,0.4,0.2
16,26-11-2011,16,San Lorenzo,primera_division_argentina,Leonardo Madelón,0.4,0.4,0.8,1.2,4,4,0.2,0.2,0.2,0.2,0.6,0.6
9,10-04-2012,9,San Lorenzo,primera_division_argentina,Ricardo Caruso Lombardi,0.8,1.4,1.6,0.4,4,9,0.4,0.2,0.6,0.2,0.0,0.6
1,10-02-2013,1,San Lorenzo,primera_division_argentina,Juan Pizzi,1.4,0.6,1.4,0.4,7,6,0.2,0.4,0.6,0.2,0.2,0.4
1,05-08-2012,3,San Lorenzo,primera_division_argentina,Ricardo Caruso Lombardi,1.6,0.6,1.0,0.6,9,6,0.2,0.4,0.6,0.6,0.2,0.0
11,20-10-2012,11,San Lorenzo,primera_division_argentina,Juan Pizzi,0.6,1.8,1.6,1.4,4,6,0.2,0.2,0.6,0.2,0.2,0.6
1,08-02-2014,0,San Lorenzo,primera_division_argentina,Edgardo Bauza,1.4,0.8,0.8,0.6,11,9,0.6,0.6,0.0,0.4,0.4,0.0
1,04-08-2013,3,San Lorenzo,primera_division_argentina,Juan Pizzi,0.8,1.6,1.2,1.4,5,9,0.6,0.2,0.0,0.4,0.4,0.4
1,01-10-2014,3,San Lorenzo,primera_division_argentina,Edgardo Bauza,1.4,1.2,1.0,1.4,7,6,0.4,0.2,0.0,0.8,0.6,0.0
1,06-02-2016,1,San Lorenzo,primera_division_argentina,Pablo Guede,1.4,2.0,1.0,1.2,8,11,0.6,0.4,0.4,0.4,0.0,0.2
1,28-08-2016,1,San Lorenzo,primera_division_argentina,Diego Aguirre,1.4,1.8,0.4,1.0,13,11,0.6,0.8,0.4,0.2,0.0,0.0
4,26-09-2017,8,San Lorenzo,primera_division_argentina,Claudio Biaggio,0.8,1.6,0.4,0.6,9,10,0.6,0.4,0.2,0.6,0.2,0.0
7,18-11-2018,7,San Lorenzo,primera_division_argentina,Diego Monárriz,1.4,0.0,1.4,2.0,6,0,0.0,0.2,0.0,0.6,1.0,0.2
8,07-10-2018,7,San Lorenzo,primera_division_argentina,Claudio Biaggio,1.0,1.0,1.4,1.6666666666666667,5,3,0.3333333333333333,0.2,0.0,0.4,0.6666666666666666,0.4
11,04-11-2018,10,San Lorenzo,primera_division_argentina,Diego Monárriz,1.2,0.0,1.8,0.5,6,1,0.0,0.4,0.5,0.0,0.5,0.6
13,20-01-2019,12,San Lorenzo,primera_division_argentina,Jorge Almirón,0.6,0.6,1.2,0.8,4,4,0.0,0.2,0.8,0.2,0.2,0.6
1,27-07-2019,3,San Lorenzo,primera_division_argentina,Juan Pizzi,0.8,2.0,1.4,1.0,5,13,0.8,0.2,0.2,0.4,0.0,0.4
12,04-11-2019,16,San Lorenzo,primera_division_argentina,Diego Monárriz,0.6,1.8,2.2,0.8,3,10,0.6,0.2,0.2,0.0,0.2,0.8
22,01-03-2020,33,San Lorenzo,primera_division_argentina,Leandro Romagnoli,0.4,3.5,0.8,2.0,4,6,1.0,0.2,0.0,0.2,0.0,0.6
1,18-07-2021,1,San Lorenzo,primera_division_argentina,Paolo Montero,1.6,1.0,1.2,1.2,9,8,0.4,0.6,0.4,0.0,0.2,0.4
18,24-10-2021,17,San Lorenzo,primera_division_argentina,Diego Monárriz,1.0,0.6,1.8,1.4,4,3,0.2,0.2,0.0,0.2,0.8,0.6
1,04-06-2022,1,San Lorenzo,primera_division_argentina,Rubén Insúa,1.0,1.4,1.2,1.0,7,7,0.2,0.4,0.8,0.2,0.0,0.4
1,19-08-2001,0,Banfield,primera_division_argentina,Ramón Ponce,1.4,0.8,1.4,2.6,7,1,0.0,0.4,0.2,0.2,0.8,0.4
7,23-09-2001,2,Banfield,primera_division_argentina,Luis Garisto,0.8,0.8,2.0,1.0,1,5,0.2,0.0,0.4,0.2,0.4,0.8
1,03-08-2003,1,Banfield,primera_division_argentina,Julio Falcioni,1.0,1.2,0.0,0.8,11,6,0.2,0.6,0.6,0.4,0.2,0.0
19,03-07-2005,30,Banfield,primera_division_argentina,Carlos Leeb,1.2,1.4,0.4,0.4,10,11,0.6,0.6,0.4,0.2,0.0,0.2
1,11-02-2007,0,Banfield,primera_division_argentina,Patricio Hernández,1.4,1.0,1.8,2.0,6,4,0.2,0.4,0.2,0.0,0.6,0.6
7,25-03-2007,7,Banfield,primera_division_argentina,Pablo Sánchez,1.0,1.0,1.6,1.4,4,4,0.2,0.2,0.2,0.2,0.6,0.6
1,04-08-2007,0,Banfield,primera_division_argentina,Juan Llop,1.0,1.4,1.8,1.0,4,9,0.6,0.2,0.0,0.2,0.4,0.6
8,29-03-2008,10,Banfield,primera_division_argentina,Miguel Jerez,2.0,1.6,2.2,1.8,4,8,0.4,0.2,0.4,0.2,0.2,0.6
1,09-08-2008,0,Banfield,primera_division_argentina,Jorge Burruchaga,2.0,1.0,1.8,1.0,4,6,0.2,0.2,0.6,0.2,0.2,0.6
8,05-04-2009,10,Banfield,primera_division_argentina,Julio Falcioni,1.2,1.4,1.6,1.2,6,7,0.4,0.4,0.2,0.0,0.4,0.6
1,12-02-2011,0,Banfield,primera_division_argentina,Sebastián Méndez,0.8,1.4,1.6,1.0,1,10,0.6,0.0,0.2,0.2,0.2,0.8
5,02-09-2011,0,Banfield,primera_division_argentina,Raúl Wensel,0.2,0.0,1.6,1.0,1,0,0.0,0.0,0.0,0.2,1.0,0.8
6,11-09-2011,0,Banfield,primera_division_argentina,Ricardo La Volpe,0.0,0.8,1.6,0.6,0,7,0.4,0.0,0.2,0.0,0.4,1.0
15,04-02-2012,10,Banfield,primera_division_argentina,Jorge Da Silva,1.4,1.0,1.0,2.0,6,0,0.0,0.4,0.0,0.0,1.0,0.6
16,27-11-2011,11,Banfield,primera_division_argentina,Ricardo La Volpe,1.2,0.75,1.4,2.75,3,1,0.0,0.2,0.25,0.0,0.75,0.8
1,12-02-2012,0,Banfield,primera_division_argentina,Jorge Da Silva,0.8,0.6666666666666666,2.6,2.6666666666666665,1,3,0.3333333333333333,0.0,0.0,0.2,0.6666666666666666,0.8
4,03-03-2012,4,Banfield,primera_division_argentina,Raúl Wensel,0.6,0.5,2.8,1.5,3,1,0.0,0.2,0.5,0.0,0.5,0.8
6,19-03-2012,4,Banfield,primera_division_argentina,Eduardo Acevedo,0.6,1.4,2.2,1.6,4,5,0.2,0.2,0.4,0.2,0.4,0.6
1,08-08-2014,0,Banfield,primera_division_argentina,Matías Almeyda,0.4,1.0,2.2,1.4,1,6,0.4,0.0,0.0,0.2,0.6,0.8
20,15-08-2015,32,Banfield,primera_division_argentina,Claudio Vivas,1.2,1.0,0.6,0.4,8,11,0.6,0.4,0.4,0.4,0.0,0.2
8,20-03-2016,7,Banfield,primera_division_argentina,Julio Falcioni,1.2,0.8,1.8,1.2,3,5,0.2,0.0,0.4,0.6,0.4,0.4
16,25-01-2019,22,Banfield,primera_division_argentina,Hernán Crespo,1.0,1.6,0.4,1.8,8,6,0.2,0.4,0.6,0.4,0.2,0.2
6,15-09-2019,4,Banfield,primera_division_argentina,Julio Falcioni,0.6,0.6,1.0,0.8,4,4,0.2,0.2,0.2,0.2,0.6,0.6
1,19-07-2021,1,Banfield,primera_division_argentina,Javier Sanguinetti,0.4,0.6,1.4,0.6,2,6,0.2,0.0,0.6,0.4,0.2,0.6
18,24-10-2021,15,Banfield,primera_division_argentina,Hugo Donato,0.8,1.0,1.2,2.0,5,0,0.0,0.2,0.0,0.4,1.0,0.4
19,30-10-2021,18,Banfield,primera_division_argentina,Diego Dabove,0.6,1.4,1.6,0.8,2,10,0.6,0.0,0.2,0.4,0.2,0.6
1,04-06-2022,0,Banfield,primera_division_argentina,Claudio Vivas,0.8,1.0,0.6,0.8,6,8,0.4,0.2,0.4,0.6,0.2,0.2
1,30-08-1987,1,Newell's Old Boys,primera_division_argentina,José Yudica,2.8,2.2,1.2,0.8,10,10,0.6,0.6,0.2,0.2,0.2,0.2
1,23-02-1992,3,Newell's Old Boys,primera_division_argentina,Marcelo Bielsa,1.0,1.0,0.4,0.0,7,13,0.8,0.2,0.2,0.8,0.0,0.0
1,21-02-1993,1,Newell's Old Boys,primera_division_argentina,Eduardo Manera,0.8,0.2,2.6,1.2,3,3,0.0,0.2,0.6,0.0,0.4,0.8
16,13-07-1996,16,Newell's Old Boys,primera_division_argentina,Mario Zanabria,0.8,0.6,1.0,1.2,5,5,0.2,0.2,0.4,0.4,0.4,0.4
1,13-02-2000,0,Newell's Old Boys,primera_division_argentina,Andrés Rebottaro,2.6,2.2,1.6,1.2,10,8,0.4,0.6,0.4,0.2,0.2,0.2
13,05-11-2000,17,Newell's Old Boys,primera_division_argentina,Jorge Ribolzi,0.6,0.6,1.8,0.8,3,6,0.2,0.0,0.6,0.6,0.2,0.4
1,19-08-2001,3,Newell's Old Boys,primera_division_argentina,Juan Llop,0.8,1.6,1.6,0.8,4,7,0.4,0.2,0.2,0.2,0.4,0.6
9,27-03-2002,11,Newell's Old Boys,primera_division_argentina,Julio Zamora,1.4,0.8,1.6,0.8,7,7,0.4,0.4,0.2,0.2,0.4,0.4
13,20-10-2002,16,Newell's Old Boys,primera_division_argentina,Héctor Veira,0.8,1.6,1.6,1.0,2,10,0.6,0.0,0.2,0.4,0.2,0.6
3,29-02-2004,2,Newell's Old Boys,primera_division_argentina,Américo Gallego,1.2,1.4,1.6,1.8,4,3,0.0,0.0,0.6,0.8,0.4,0.2
1,13-02-2005,1,Newell's Old Boys,primera_division_argentina,Arsenio Ribeca,1.6,0.8,1.0,0.2,10,9,0.4,0.6,0.6,0.2,0.0,0.2
1,07-08-2005,1,Newell's Old Boys,primera_division_argentina,Juvenal Olmos,0.6,1.2,0.8,1.6,5,5,0.2,0.2,0.4,0.4,0.4,0.4
8,24-09-2005,6,Newell's Old Boys,primera_division_argentina,José Machetti,1.0,1.0,2.0,1.6666666666666667,2,3,0.3333333333333333,0.0,0.0,0.4,0.6666666666666666,0.6
11,16-10-2005,9,Newell's Old Boys,primera_division_argentina,Nery Pumpido,1.0,1.8,1.8,1.0,4,7,0.4,0.2,0.2,0.2,0.4,0.6
5,11-03-2007,6,Newell's Old Boys,primera_division_argentina,Pablo Marini,1.0,1.6,1.8,1.4,3,10,0.6,0.2,0.2,0.0,0.2,0.8
11,01-10-2007,14,Newell's Old Boys,primera_division_argentina,Ricardo Caruso Lombardi,0.4,1.0,1.6,1.4,2,7,0.4,0.0,0.2,0.4,0.4,0.6
1,09-08-2008,3,Newell's Old Boys,primera_division_argentina,Fernando Gamboa,1.0,1.2,0.8,1.4,8,7,0.4,0.4,0.2,0.4,0.4,0.2
1,07-02-2009,3,Newell's Old Boys,primera_division_argentina,Roberto Sensini,1.6,1.6,1.2,0.8,8,8,0.4,0.4,0.4,0.4,0.2,0.2
10,16-04-2011,5,Newell's Old Boys,primera_division_argentina,Ricardo Johansen,0.6,1.0,2.4,3.0,1,0,0.0,0.0,0.0,0.2,1.0,0.8
11,23-04-2011,5,Newell's Old Boys,primera_division_argentina,Javier Torrente,0.8,0.8,2.2,1.6,1,6,0.4,0.0,0.0,0.2,0.6,0.8
10,03-10-2011,9,Newell's Old Boys,primera_division_argentina,Diego Cagna,0.4,0.8,0.6,1.4,4,3,0.0,0.0,0.6,0.8,0.4,0.2
1,11-02-2012,1,Newell's Old Boys,primera_division_argentina,Gerardo Martino,0.6,1.0,0.8,1.0,4,7,0.4,0.0,0.2,0.8,0.4,0.2
1,09-02-2014,1,Newell's Old Boys,primera_division_argentina,Alfredo Berti,1.8,1.0,1.0,1.0,8,6,0.2,0.4,0.6,0.4,0.2,0.2
13,13-04-2014,17,Newell's Old Boys,primera_division_argentina,Ricardo Lunari,0.6,1.0,0.6,1.0,5,7,0.4,0.2,0.2,0.4,0.4,0.4
